question_id,analysis,outcome
667,"A Mage below level 6 deals reduced attack damage due to inexperience (unit is level 1). Compounding this, insufficient strength against the target's defenses means the attack deals partial damage. However, melee attacks require the attacker to be adjacent to the target. On top of that, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. Beyond that, against a target with 15+ defense, even powerful attacks are partially deflected. The action is prevented from going through.",BLOCKED
3019,"Melee attacks require the attacker to be adjacent to the target. Furthermore, the target's Shield absorbs a portion of the incoming damage, reducing it by half. The action is prevented from going through.",BLOCKED
357,"A Ranger below level 4 deals reduced attack damage due to inexperience (unit is level 1). Beyond that, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
2831,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Furthermore, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action proceeds but with altered effects.",MODIFIED
2783,"With HP below 15, the unit's attack effectiveness is significantly reduced. Additionally, when the target's defense exceeds the attacker's strength, damage output drops significantly. Furthermore, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. The action succeeds in a modified form.",MODIFIED
1353,"The Stunned effect immobilizes the unit, blocking any attempt to cast spells. Furthermore, a Guardian has no capacity for magic and cannot cast any spell. On top of that, barrier costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 5). The attempt fails completely under these conditions.",BLOCKED
470,"While Frozen, performing any attack action is impossible. Meanwhile, the Ranger's ranged weapons reach non-adjacent targets without penalty. Beyond that, the attacker's strength is lower than the target's defense, resulting in reduced damage. However, without adjacency, a melee attack has no chance of connecting. Compounding this, combat effectiveness drops when fighting on Desert terrain. On top of that, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action is prevented from going through.",BLOCKED
2703,"Stunned units cannot attack. The condition prevents all voluntary actions. Furthermore, the attacker's strength is lower than the target's defense, resulting in reduced damage. The action is prevented from going through.",BLOCKED
3330,"Frozen units cannot move. The condition prevents all voluntary actions. Furthermore, the Stunned effect immobilizes the unit, blocking any attempt to move. The attempt fails completely under these conditions.",BLOCKED
3637,"Wounded units (below 15 HP) take a performance hit on attack actions. However, a strength advantage of 10 or more over the target's defense results in a crushing blow. Compounding this, the target's Shield absorbs a portion of the incoming damage, reducing it by half. Beyond that, the Desert environment makes it harder to land attacks — accuracy suffers. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
1396,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). Furthermore, fireball costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 27). However, the Fireball spell interacts with Frozen status — the status is cleansed instead of the normal spell outcome. The action proceeds but with altered effects.",MODIFIED
3584,"The attacker's strength is lower than the target's defense, resulting in reduced damage. At the same time, without adjacency, a melee attack has no chance of connecting. The attempt fails completely under these conditions.",BLOCKED
4939,"Invisibility reveals secret passages through otherwise restricted terrain. Additionally, a Guardian finds Forest terrain incompatible with their movement capabilities. The action proceeds without restriction.",ALLOWED
3376,"Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 9). Meanwhile, a Ranger has no capacity for magic and cannot cast any spell. On top of that, fireball cannot be cast on Swamp terrain — the waterlogged ground absorbs magical energy. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
1256,"With ample mana (30+) and direct proximity, Heal restores nearly double the normal amount (current mana: 31). However, stunned units cannot cast spells. The condition prevents all voluntary actions. Beyond that, the Stunned condition on the caster resonates with Heal, enhancing the spell's power. On top of that, guardians lack arcane training and cannot cast spells. The action succeeds in a modified form.",MODIFIED
3512,"Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 9). Beyond that, frozen units cannot cast spells. The condition prevents all voluntary actions. Meanwhile, strikers lack arcane training and cannot cast spells. On top of that, the Barrier spell demands 28 mana — anything less and the cast fails (current mana: 22). The action succeeds in a modified form.",MODIFIED
1250,"Shadowstep costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 9). Beyond that, shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 1). Ultimately, the action is blocked and cannot proceed.",BLOCKED
5285,"Invisibility reveals secret passages through otherwise restricted terrain. On top of that, a Paladin's holy presence purifies Mountain terrain upon entry. Nothing prevents the action from succeeding normally.",ALLOWED
4298,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 10). At the same time, while Stunned, performing any cast action is impossible. Compounding this, casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 13). Meanwhile, casting Lightning in Desert fails because extreme heat destabilizes the spell structure. The action succeeds in a modified form.",MODIFIED
3284,"The Frozen effect immobilizes the unit, blocking any attempt to cast spells. On top of that, spellcasting is not available to Ranger units — they have no magical ability. The action is prevented from going through.",BLOCKED
2933,"A Rogue has no capacity for magic and cannot cast any spell. Compounding this, shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 3). Ultimately, the action is blocked and cannot proceed.",BLOCKED
4175,"Without adjacency, a melee attack has no chance of connecting. Furthermore, combat effectiveness drops when fighting on Forest terrain. The attempt fails completely under these conditions.",BLOCKED
1852,"The combination of adjacency and 30+ mana creates a powerful healing surge (current mana: 46). Compounding this, guardians lack arcane training and cannot cast spells. The action proceeds but with altered effects.",MODIFIED
5148,"As a ranged unit, the Ranger strikes from a distance. Meanwhile, a Ranger below level 4 deals reduced attack damage due to inexperience (unit is level 2). However, units below 15 HP suffer penalties when attempting to attack — injuries impair performance. Furthermore, the attacker's strength is lower than the target's defense, resulting in reduced damage. Beyond that, the target is out of melee range — physical attacks cannot reach. Nothing prevents the action from succeeding normally.",ALLOWED
5352,"The Ranger's ranged weapons reach non-adjacent targets without penalty. Additionally, until reaching level 4, Ranger attacks are weakened significantly (unit is level 3). Beyond that, insufficient strength against the target's defenses means the attack deals partial damage. Furthermore, without adjacency, a melee attack has no chance of connecting. The attempt goes through as intended.",ALLOWED
2105,"The attacker's strength is lower than the target's defense, resulting in reduced damage. However, combat effectiveness drops when fighting on Forest terrain. Meanwhile, against a target with 15+ defense, even powerful attacks are partially deflected. The action proceeds but with altered effects.",MODIFIED
133,"The Stunned effect immobilizes the unit, blocking any attempt to cast spells. Beyond that, barrier cannot be cast on Ruins terrain — residual dark energy interferes with the casting. Furthermore, barrier is locked until level 3 — lower-level casters cannot use it (unit is level 2). On top of that, units below 15 HP suffer penalties when attempting to cast spells — injuries impair performance. The attempt fails completely under these conditions.",BLOCKED
928,"Insufficient strength against the target's defenses means the attack deals partial damage. Furthermore, the magical barrier around the target deflects half the attack's force. Meanwhile, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action proceeds but with altered effects.",MODIFIED
823,"A Rogue has no capacity for magic and cannot cast any spell. On top of that, heal cannot be cast on Mountain terrain — the thin air disrupts concentration. The attempt fails completely under these conditions.",BLOCKED
5001,"While Invisible, the unit slips through normally impassable terrain undetected. Meanwhile, summoners cannot traverse Forest terrain due to their physical limitations. Nothing prevents the action from succeeding normally.",ALLOWED
1531,"The target is out of melee range — physical attacks cannot reach. Furthermore, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. The attempt fails completely under these conditions.",BLOCKED
1214,"Excess mana (35+) supercharges Frostbind, amplifying its potency significantly (current mana: 42). Meanwhile, the Swamp environment prevents Frostbind from forming: the waterlogged ground absorbs magical energy. The action proceeds but with altered effects.",MODIFIED
504,"High-level units above level 7 partially ignore the HP penalty through battle-hardened resilience (unit is level 8). Compounding this, units below 15 HP suffer penalties when attempting to attack — injuries impair performance. Beyond that, with strength outpacing defense by 10+, the attack lands with overwhelming force. On top of that, the magical barrier around the target deflects half the attack's force. However, the Forest environment makes it harder to land attacks — accuracy suffers. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
4285,"Excess mana (35+) supercharges Frostbind, amplifying its potency significantly (current mana: 48). Additionally, the Frostbind spell interacts with Burning status — the status is cleansed instead of the normal spell outcome. The action proceeds but with altered effects.",MODIFIED
1996,"Casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 25). Meanwhile, casting Lightning requires the caster to be at least level 7 (unit is level 1). The attempt fails completely under these conditions.",BLOCKED
3072,"While Stunned, performing any cast action is impossible. Beyond that, spellcasting is not available to Striker units — they have no magical ability. The attempt fails completely under these conditions.",BLOCKED
1958,"Elevation advantage on Mountain terrain turns all attacks into ranged attacks. Beyond that, insufficient strength against the target's defenses means the attack deals partial damage. On top of that, the target is out of melee range — physical attacks cannot reach. Compounding this, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. Nothing prevents the action from succeeding normally.",ALLOWED
1384,"Until reaching level 6, Mage attacks are weakened significantly (unit is level 4). On top of that, the target is out of melee range — physical attacks cannot reach. Compounding this, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. The action is prevented from going through.",BLOCKED
894,"Guardians lack arcane training and cannot cast spells. Beyond that, with HP below 15, the unit's cast effectiveness is significantly reduced. On top of that, when targeting a Frozen unit, Fireball removes the Frozen effect rather than applying its usual effect. Ultimately, the action is blocked and cannot proceed.",BLOCKED
455,"While Frozen, performing any attack action is impossible. At the same time, insufficient strength against the target's defenses means the attack deals partial damage. Additionally, shielded targets take only 50% damage from physical attacks. Compounding this, the target's defense exceeding 15 represents thick armor that blunts most attacks. Ultimately, the action is blocked and cannot proceed.",BLOCKED
5100,"From the Mountain's height, even melee units can strike distant targets below. Additionally, low-level Mages (below 6) suffer a damage penalty on attacks (unit is level 1). Beyond that, the attacker's strength is lower than the target's defense, resulting in reduced damage. On top of that, without adjacency, a melee attack has no chance of connecting. Meanwhile, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action proceeds without restriction.",ALLOWED
3709,"High-level units above level 7 partially ignore the HP penalty through battle-hardened resilience (unit is level 8). Furthermore, while Frozen, performing any attack action is impossible. Beyond that, with HP below 15, the unit's attack effectiveness is significantly reduced. However, the attacker's strength is lower than the target's defense, resulting in reduced damage. Meanwhile, melee attacks require the attacker to be adjacent to the target. Additionally, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
5079,"While Invisible, the unit slips through normally impassable terrain undetected. Additionally, mages cannot traverse Desert terrain due to their physical limitations. The attempt goes through as intended.",ALLOWED
4849,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. At the same time, the Stunned effect immobilizes the unit, blocking any attempt to move. Compounding this, at fewer than 10 HP, movement is agonizingly slow — half the normal speed. The action proceeds without restriction.",ALLOWED
4748,"From the Mountain's height, even melee units can strike distant targets below. Meanwhile, the target is out of melee range — physical attacks cannot reach. Additionally, against a target with 15+ defense, even powerful attacks are partially deflected. Nothing prevents the action from succeeding normally.",ALLOWED
4268,"Until reaching level 6, Mage attacks are weakened significantly (unit is level 4). At the same time, the Desert environment makes it harder to land attacks — accuracy suffers. The action proceeds but with altered effects.",MODIFIED
3522,"Rogues lack arcane training and cannot cast spells. On top of that, the target's defense of 12+ interferes with Drain, cutting the life steal in half. The action is prevented from going through.",BLOCKED
4134,"The Drain spell demands 20 mana — anything less and the cast fails (current mana: 5). Meanwhile, drain against a Shielded target neutralizes the status instead of dealing normal damage. Compounding this, high-defense targets (12+) resist Drain's life-stealing effect, reducing the amount siphoned. The attempt fails completely under these conditions.",BLOCKED
3602,"Only units of level 3 or higher can cast Barrier (unit is level 1). On top of that, with HP below 15, the unit's cast effectiveness is significantly reduced. Ultimately, the action is blocked and cannot proceed.",BLOCKED
713,"Frozen units cannot attack. The condition prevents all voluntary actions. At the same time, shielded targets take only 50% damage from physical attacks. The action is prevented from going through.",BLOCKED
4186,"From the Mountain's height, even melee units can strike distant targets below. On top of that, a strength advantage of 10 or more over the target's defense results in a crushing blow. Compounding this, the target is out of melee range — physical attacks cannot reach. The action proceeds without restriction.",ALLOWED
2214,"The attacker's strength is lower than the target's defense, resulting in reduced damage. However, shielded targets take only 50% damage from physical attacks. Beyond that, combat effectiveness drops when fighting on Desert terrain. The action succeeds in a modified form.",MODIFIED
2923,"The Stunned effect immobilizes the unit, blocking any attempt to attack. At the same time, with HP below 15, the unit's attack effectiveness is significantly reduced. On top of that, melee attacks require the attacker to be adjacent to the target. Beyond that, shielded targets take only 50% damage from physical attacks. The attempt fails completely under these conditions.",BLOCKED
1810,"Adjacent allies receive a more potent Rally buff due to the caster's direct presence. Beyond that, a Rogue has no capacity for magic and cannot cast any spell. Meanwhile, rally cannot be cast on Mountain terrain — the thin air disrupts concentration. At the same time, with HP below 15, the unit's cast effectiveness is significantly reduced. The action proceeds but with altered effects.",MODIFIED
3486,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. However, the Forest environment is impassable for Mage units. The action proceeds without restriction.",ALLOWED
3141,"Spellcasting is not available to Guardian units — they have no magical ability. At the same time, the Lightning spell demands 30 mana — anything less and the cast fails (current mana: 22). However, lightning cannot be cast on Ruins terrain — residual dark energy interferes with the casting. Furthermore, lightning is locked until level 7 — lower-level casters cannot use it (unit is level 5). The attempt fails completely under these conditions.",BLOCKED
1827,"As a ranged unit, the Ranger strikes from a distance. Compounding this, low-level Rangers (below 4) suffer a damage penalty on attacks (unit is level 1). Additionally, with strength outpacing defense by 10+, the attack lands with overwhelming force. Furthermore, without adjacency, a melee attack has no chance of connecting. The attempt goes through as intended.",ALLOWED
1155,"Casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 10). Beyond that, casting Lightning requires the caster to be at least level 7 (unit is level 3). The attempt fails completely under these conditions.",BLOCKED
1324,"Stunned units cannot attack. The condition prevents all voluntary actions. Meanwhile, until reaching level 6, Mage attacks are weakened significantly (unit is level 4). At the same time, when the target's defense exceeds the attacker's strength, damage output drops significantly. Compounding this, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. Furthermore, the target's defense exceeding 15 represents thick armor that blunts most attacks. The attempt fails completely under these conditions.",BLOCKED
4312,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). Meanwhile, a Rogue has no capacity for magic and cannot cast any spell. On top of that, casting Drain requires at least 20 mana. Insufficient mana blocks the spell (current mana: 12). Beyond that, the target's defense of 12+ interferes with Drain, cutting the life steal in half. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
510,"The Fireball spell demands 28 mana — anything less and the cast fails (current mana: 15). Furthermore, casting Fireball requires the caster to be at least level 6 (unit is level 3). The attempt fails completely under these conditions.",BLOCKED
1680,"While Frozen, performing any attack action is impossible. At the same time, while Stunned, performing any attack action is impossible. Furthermore, the attacker's strength exceeds the target's defense by more than 10, dealing devastating bonus damage. Ultimately, the action is blocked and cannot proceed.",BLOCKED
499,"The Frostbind spell demands 30 mana — anything less and the cast fails (current mana: 10). Compounding this, the Frostbind spell interacts with Burning status — the status is cleansed instead of the normal spell outcome. The attempt fails completely under these conditions.",BLOCKED
4993,"The Mountain's elevation grants ranged attack capability to all units. Beyond that, without adjacency, a melee attack has no chance of connecting. The action proceeds without restriction.",ALLOWED
1856,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). Meanwhile, while Stunned, performing any cast action is impossible. However, a Striker has no capacity for magic and cannot cast any spell. On top of that, drain costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 14). At the same time, drain cannot be cast on Mountain terrain — the thin air disrupts concentration. Furthermore, the target's defense of 12+ interferes with Drain, cutting the life steal in half. The action succeeds in a modified form.",MODIFIED
1388,"Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 9). Additionally, strikers lack arcane training and cannot cast spells. The action succeeds in a modified form.",MODIFIED
3719,"A veteran unit (level 7+) fights through injuries that would cripple less experienced fighters (unit is level 8). Additionally, with HP below 15, the unit's attack effectiveness is significantly reduced. At the same time, melee attacks require the attacker to be adjacent to the target. The action succeeds in a modified form.",MODIFIED
2386,"Rangers lack arcane training and cannot cast spells. Compounding this, wounded units (below 15 HP) take a performance hit on cast actions. The action is prevented from going through.",BLOCKED
3236,"While Stunned, performing any cast action is impossible. At the same time, casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 18). However, only units of level 7 or higher can cast Lightning (unit is level 3). The action is prevented from going through.",BLOCKED
1540,"Stunned units cannot move. The condition prevents all voluntary actions. Compounding this, a Striker finds Swamp terrain incompatible with their movement capabilities. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1217,"Invisibility reveals secret passages through otherwise restricted terrain. Beyond that, the Plains environment is impassable for Striker units. The attempt goes through as intended.",ALLOWED
2681,"Until reaching level 6, Mage attacks are weakened significantly (unit is level 5). On top of that, when the target's defense exceeds the attacker's strength, damage output drops significantly. However, against a target with 15+ defense, even powerful attacks are partially deflected. The action proceeds but with altered effects.",MODIFIED
2993,"While Stunned, performing any cast action is impossible. Furthermore, spellcasting is not available to Striker units — they have no magical ability. At the same time, casting Drain requires at least 20 mana. Insufficient mana blocks the spell (current mana: 13). The action is prevented from going through.",BLOCKED
1191,"Stunned units cannot cast spells. The condition prevents all voluntary actions. Additionally, the Fireball spell demands 28 mana — anything less and the cast fails (current mana: 18). On top of that, casting Fireball in Forest fails because ambient moisture dampens the magic. The attempt fails completely under these conditions.",BLOCKED
1542,"Guardians lack arcane training and cannot cast spells. On top of that, casting Fireball in Swamp fails because the waterlogged ground absorbs magical energy. The action is prevented from going through.",BLOCKED
3301,"Striking while Invisible grants a devastating sneak attack bonus before the stealth breaks. However, the Mountain's elevation grants ranged attack capability to all units. Beyond that, the target is out of melee range — physical attacks cannot reach. The action succeeds in a modified form.",MODIFIED
3324,"While Stunned, performing any move action is impossible. On top of that, the Plains environment is impassable for Ranger units. Ultimately, the action is blocked and cannot proceed.",BLOCKED
2539,"A veteran unit (level 7+) fights through injuries that would cripple less experienced fighters (unit is level 10). Compounding this, a sneak attack from Invisible status doubles the damage output, but reveals the attacker. However, wounded units (below 15 HP) take a performance hit on attack actions. Additionally, the target is out of melee range — physical attacks cannot reach. The action proceeds but with altered effects.",MODIFIED
953,"Until reaching level 4, Rogue attacks are weakened significantly (unit is level 3). Meanwhile, insufficient strength against the target's defenses means the attack deals partial damage. Beyond that, without adjacency, a melee attack has no chance of connecting. The attempt fails completely under these conditions.",BLOCKED
4846,"While Invisible, the unit slips through normally impassable terrain undetected. Furthermore, guardians cannot traverse Forest terrain due to their physical limitations. Nothing prevents the action from succeeding normally.",ALLOWED
4330,"Striking while Invisible grants a devastating sneak attack bonus before the stealth breaks. Furthermore, wounded units (below 15 HP) take a performance hit on attack actions. On top of that, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action proceeds but with altered effects.",MODIFIED
732,"Insufficient strength against the target's defenses means the attack deals partial damage. However, against a target with 15+ defense, even powerful attacks are partially deflected. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
1156,"The Drain spell interacts with Shielded status — the status is cleansed instead of the normal spell outcome. Compounding this, drain struggles against targets with defense above 12 — the magical siphon is partially blocked by resilience. The action succeeds in a modified form.",MODIFIED
5099,"The Mountain's elevation grants ranged attack capability to all units. On top of that, insufficient strength against the target's defenses means the attack deals partial damage. Additionally, without adjacency, a melee attack has no chance of connecting. The action proceeds without restriction.",ALLOWED
3294,"A veteran unit (level 7+) fights through injuries that would cripple less experienced fighters (unit is level 8). Beyond that, a sneak attack from Invisible status doubles the damage output, but reveals the attacker. Furthermore, units below 15 HP suffer penalties when attempting to attack — injuries impair performance. Additionally, shielded targets take only 50% damage from physical attacks. At the same time, combat effectiveness drops when fighting on Desert terrain. The action succeeds in a modified form.",MODIFIED
2982,"Stunned units cannot cast spells. The condition prevents all voluntary actions. Beyond that, a Ranger has no capacity for magic and cannot cast any spell. However, fireball costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 7). The attempt fails completely under these conditions.",BLOCKED
2156,"A Ranger has no capacity for magic and cannot cast any spell. Meanwhile, casting Shadowstep requires the caster to be at least level 7 (unit is level 5). The action is prevented from going through.",BLOCKED
1062,"Stunned units cannot cast spells. The condition prevents all voluntary actions. Meanwhile, casting Fireball requires the caster to be at least level 6 (unit is level 1). The attempt fails completely under these conditions.",BLOCKED
2616,"While Stunned, performing any attack action is impossible. At the same time, the attacker's strength exceeds the target's defense by more than 10, dealing devastating bonus damage. The action is prevented from going through.",BLOCKED
1167,"Stunned units cannot cast spells. The condition prevents all voluntary actions. Compounding this, the Stunned condition on the caster resonates with Frostbind, enhancing the spell's power. Meanwhile, when the caster has 35 or more mana, Frostbind activates at heightened power (current mana: 46). However, rogues lack arcane training and cannot cast spells. On top of that, frostbind cannot be cast on Swamp terrain — the waterlogged ground absorbs magical energy. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3222,"Shadowstep costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 9). Compounding this, shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 5). The attempt fails completely under these conditions.",BLOCKED
3636,"Insufficient strength against the target's defenses means the attack deals partial damage. Furthermore, the target is out of melee range — physical attacks cannot reach. At the same time, shielded targets take only 50% damage from physical attacks. The action is prevented from going through.",BLOCKED
2938,"Spellcasting is not available to Rogue units — they have no magical ability. Furthermore, casting Drain requires at least 20 mana. Insufficient mana blocks the spell (current mana: 11). The action is prevented from going through.",BLOCKED
4491,"Low-level Rangers (below 4) suffer a damage penalty on attacks (unit is level 2). However, insufficient strength against the target's defenses means the attack deals partial damage. On top of that, the Desert environment makes it harder to land attacks — accuracy suffers. The action proceeds but with altered effects.",MODIFIED
3140,"With mana above 45, Barrier is overcharged — dealing enhanced damage or stronger effects (current mana: 50). Additionally, a Striker has no capacity for magic and cannot cast any spell. At the same time, only units of level 3 or higher can cast Barrier (unit is level 2). The action proceeds but with altered effects.",MODIFIED
4980,"As a ranged unit, the Ranger strikes from a distance. At the same time, until reaching level 4, Ranger attacks are weakened significantly (unit is level 3). Meanwhile, with strength outpacing defense by 10+, the attack lands with overwhelming force. Compounding this, without adjacency, a melee attack has no chance of connecting. The action proceeds without restriction.",ALLOWED
143,"While Frozen, performing any move action is impossible. Furthermore, paladins consecrate Mountain terrain as they enter, neutralizing its negative effects for allies. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3577,"Spellcasting is not available to Striker units — they have no magical ability. However, only units of level 7 or higher can cast Shadowstep (unit is level 5). The action is prevented from going through.",BLOCKED
4946,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. Beyond that, paladins cannot traverse Plains terrain due to their physical limitations. The action proceeds without restriction.",ALLOWED
2782,"A Ranger has no capacity for magic and cannot cast any spell. Meanwhile, the Drain spell demands 20 mana — anything less and the cast fails (current mana: 6). Ultimately, the action is blocked and cannot proceed.",BLOCKED
717,"The Stunned effect immobilizes the unit, blocking any attempt to cast spells. However, a Ranger has no capacity for magic and cannot cast any spell. Meanwhile, only units of level 7 or higher can cast Lightning (unit is level 6). Ultimately, the action is blocked and cannot proceed.",BLOCKED
1819,"While Stunned, performing any cast action is impossible. Compounding this, casting Heal while under Stunned produces a synergy that strengthens the spell. Beyond that, heal cannot be cast on Mountain terrain — the thin air disrupts concentration. The attempt fails completely under these conditions.",BLOCKED
2502,"A Guardian has no capacity for magic and cannot cast any spell. On top of that, barrier is locked until level 3 — lower-level casters cannot use it (unit is level 2). The action is prevented from going through.",BLOCKED
4360,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Additionally, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action proceeds but with altered effects.",MODIFIED
4171,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 9). Meanwhile, casting Barrier requires at least 28 mana. Insufficient mana blocks the spell (current mana: 18). The action succeeds in a modified form.",MODIFIED
395,"The Frozen effect immobilizes the unit, blocking any attempt to cast spells. Additionally, stunned units cannot cast spells. The condition prevents all voluntary actions. Beyond that, the Stunned condition on the caster resonates with Frostbind, enhancing the spell's power. At the same time, the Frostbind spell demands 30 mana — anything less and the cast fails (current mana: 21). Compounding this, casting Frostbind in Swamp fails because the waterlogged ground absorbs magical energy. Ultimately, the action is blocked and cannot proceed.",BLOCKED
5317,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. Compounding this, a Mage finds Desert terrain incompatible with their movement capabilities. The attempt goes through as intended.",ALLOWED
4492,"The attacker's strength is lower than the target's defense, resulting in reduced damage. At the same time, the target's Shield absorbs a portion of the incoming damage, reducing it by half. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
1365,"Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 10). However, spellcasting is not available to Ranger units — they have no magical ability. Additionally, casting Shadowstep requires at least 20 mana. Insufficient mana blocks the spell (current mana: 7). Furthermore, the Forest environment prevents Shadowstep from forming: ambient moisture dampens the magic. The action proceeds but with altered effects.",MODIFIED
5153,"Invisibility reveals secret passages through otherwise restricted terrain. Meanwhile, strikers gain a movement bonus when entering Ruins — the terrain suits their abilities. The action proceeds without restriction.",ALLOWED
595,"While Frozen, performing any cast action is impossible. Beyond that, casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 21). However, lightning is locked until level 7 — lower-level casters cannot use it (unit is level 5). The action is prevented from going through.",BLOCKED
3952,"The Frozen effect immobilizes the unit, blocking any attempt to cast spells. On top of that, the Shadowstep spell demands 20 mana — anything less and the cast fails (current mana: 8). However, shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 5). Ultimately, the action is blocked and cannot proceed.",BLOCKED
4968,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. However, a Rogue finds Ruins terrain incompatible with their movement capabilities. The attempt goes through as intended.",ALLOWED
2914,"Insufficient strength against the target's defenses means the attack deals partial damage. At the same time, without adjacency, a melee attack has no chance of connecting. However, combat effectiveness drops when fighting on Forest terrain. Compounding this, against a target with 15+ defense, even powerful attacks are partially deflected. The attempt fails completely under these conditions.",BLOCKED
2326,"Frozen units cannot attack. The condition prevents all voluntary actions. On top of that, the attacker's strength is lower than the target's defense, resulting in reduced damage. At the same time, the target is out of melee range — physical attacks cannot reach. Furthermore, combat effectiveness drops when fighting on Forest terrain. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3766,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Compounding this, shielded targets take only 50% damage from physical attacks. Meanwhile, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. At the same time, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action succeeds in a modified form.",MODIFIED
3440,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). Meanwhile, the close proximity of the target enhances Rally's effect, providing a stronger buff. Furthermore, rogues lack arcane training and cannot cast spells. Additionally, rally costs 35 mana to cast. Without enough mana, the spell fizzles (current mana: 23). The action proceeds but with altered effects.",MODIFIED
3851,"Stunned units cannot attack. The condition prevents all voluntary actions. At the same time, the magical barrier around the target deflects half the attack's force. On top of that, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. The attempt fails completely under these conditions.",BLOCKED
4132,"Frozen units cannot cast spells. The condition prevents all voluntary actions. However, guardians lack arcane training and cannot cast spells. On top of that, casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 23). Ultimately, the action is blocked and cannot proceed.",BLOCKED
5049,"Invisibility reveals secret passages through otherwise restricted terrain. At the same time, the Stunned effect immobilizes the unit, blocking any attempt to move. Beyond that, a Guardian finds Plains terrain incompatible with their movement capabilities. Nothing prevents the action from succeeding normally.",ALLOWED
2143,"Insufficient strength against the target's defenses means the attack deals partial damage. At the same time, against a target with 15+ defense, even powerful attacks are partially deflected. The action proceeds but with altered effects.",MODIFIED
1571,"The Stunned effect immobilizes the unit, blocking any attempt to move. On top of that, healers cannot traverse Ruins terrain due to their physical limitations. The action is prevented from going through.",BLOCKED
4079,"The Frozen effect immobilizes the unit, blocking any attempt to move. Furthermore, a Striker entering Ruins moves with extra efficiency. The action is prevented from going through.",BLOCKED
