id,verdict
17762,FACILITY:WYR-0299 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
3717,FACILITY:KRX-9180 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
3274,"FACILITY:UBT-6515 | VIOLATIONS:containment_breach,emission_excess,structural_crack | COUNT:3 | SEVERITY:elevated | ACTION:log_only | PENALTY:tier_B"
12883,FACILITY:HCG-8218 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
4,FACILITY:MVO-3219 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
15312,"FACILITY:UBT-1490 | VIOLATIONS:corrosion_detected,noise_exceedance,ventilation_fault,waste_overflow | COUNT:4 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
11912,"FACILITY:ZRD-6374 | VIOLATIONS:corrosion_detected,emission_excess,runoff_contamination | COUNT:3 | SEVERITY:high | ACTION:immediate_halt | PENALTY:none"
2477,"FACILITY:KRX-5389 | VIOLATIONS:emission_excess,leak,noise_exceedance,ventilation_fault,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:none"
17242,"FACILITY:VLN-2724 | VIOLATIONS:containment_breach,filter_failure,runoff_contamination,ventilation_fault | COUNT:4 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
18145,"FACILITY:WYR-1995 | VIOLATIONS:pressure_anomaly,ventilation_fault | COUNT:2 | SEVERITY:moderate | ACTION:full_shutdown | PENALTY:tier_E"
3629,"FACILITY:VLN-7037 | VIOLATIONS:corrosion_detected,emission_excess,structural_crack,waste_overflow | COUNT:4 | SEVERITY:high | ACTION:log_only | PENALTY:none"
10202,FACILITY:FWS-2146 | VIOLATIONS:chemical_spill | COUNT:1 | SEVERITY:elevated | ACTION:reinspect_7d | PENALTY:none
12707,"FACILITY:MVO-5028 | VIOLATIONS:filter_failure,pressure_anomaly,runoff_contamination | COUNT:3 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
13565,"FACILITY:ZRD-1779 | VIOLATIONS:filter_failure,seal_degradation,structural_crack,thermal_deviation,ventilation_fault | COUNT:5 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
5624,FACILITY:BPH-7156 | VIOLATIONS:leak | COUNT:1 | SEVERITY:moderate | ACTION:log_only | PENALTY:tier_C
562,FACILITY:MVO-5905 | VIOLATIONS:corrosion_detected | COUNT:1 | SEVERITY:low | ACTION:reinspect_30d | PENALTY:none
8850,FACILITY:DRM-8748 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
19100,"FACILITY:ZRD-2339 | VIOLATIONS:leak,thermal_deviation | COUNT:2 | SEVERITY:moderate | ACTION:full_shutdown | PENALTY:tier_A"
682,"FACILITY:QMT-7056 | VIOLATIONS:corrosion_detected,noise_exceedance,seal_degradation,ventilation_fault | COUNT:4 | SEVERITY:high | ACTION:partial_shutdown | PENALTY:tier_D"
1286,"FACILITY:HCG-2388 | VIOLATIONS:containment_breach,corrosion_detected | COUNT:2 | SEVERITY:moderate | ACTION:log_only | PENALTY:tier_B"
7588,"FACILITY:QMT-2750 | VIOLATIONS:leak,particulate_spike | COUNT:2 | SEVERITY:elevated | ACTION:immediate_halt | PENALTY:tier_E"
10312,"FACILITY:FWS-4708 | VIOLATIONS:chemical_spill,leak,particulate_spike,thermal_deviation | COUNT:4 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
16276,"FACILITY:BPH-4570 | VIOLATIONS:containment_breach,emission_excess,seal_degradation,thermal_deviation | COUNT:4 | SEVERITY:high | ACTION:reinspect_7d | PENALTY:tier_C"
17615,"FACILITY:BPH-4927 | VIOLATIONS:containment_breach,noise_exceedance,particulate_spike | COUNT:3 | SEVERITY:elevated | ACTION:immediate_halt | PENALTY:none"
18401,"FACILITY:UBT-2739 | VIOLATIONS:chemical_spill,containment_breach,noise_exceedance,runoff_contamination,seal_degradation | COUNT:5 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:none"
8136,FACILITY:MVO-9079 | VIOLATIONS:runoff_contamination | COUNT:1 | SEVERITY:low | ACTION:full_shutdown | PENALTY:none
10694,"FACILITY:QMT-3983 | VIOLATIONS:leak,noise_exceedance,seal_degradation | COUNT:3 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:none"
19434,FACILITY:TXL-6451 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
1509,"FACILITY:KRX-5386 | VIOLATIONS:particulate_spike,pressure_anomaly,ventilation_fault | COUNT:3 | SEVERITY:high | ACTION:full_shutdown | PENALTY:tier_C"
2503,"FACILITY:TXL-6063 | VIOLATIONS:leak,waste_overflow | COUNT:2 | SEVERITY:high | ACTION:reinspect_30d | PENALTY:tier_C"
3199,FACILITY:DRM-4302 | VIOLATIONS:pressure_anomaly | COUNT:1 | SEVERITY:low | ACTION:immediate_halt | PENALTY:tier_C
18506,FACILITY:PSN-0790 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
19171,FACILITY:JNK-0378 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
11311,"FACILITY:MVO-6979 | VIOLATIONS:structural_crack,thermal_deviation | COUNT:2 | SEVERITY:low | ACTION:no_action | PENALTY:none"
6742,"FACILITY:UBT-6364 | VIOLATIONS:particulate_spike,runoff_contamination,seal_degradation,thermal_deviation | COUNT:4 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_A"
15577,FACILITY:MVO-7331 | VIOLATIONS:runoff_contamination | COUNT:1 | SEVERITY:moderate | ACTION:no_action | PENALTY:none
5631,"FACILITY:MVO-1478 | VIOLATIONS:containment_breach,noise_exceedance,seal_degradation,thermal_deviation | COUNT:4 | SEVERITY:high | ACTION:immediate_halt | PENALTY:none"
8748,FACILITY:MVO-7938 | VIOLATIONS:containment_breach | COUNT:1 | SEVERITY:low | ACTION:partial_shutdown | PENALTY:none
17975,"FACILITY:KRX-9420 | VIOLATIONS:chemical_spill,emission_excess,particulate_spike | COUNT:3 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_A"
3607,FACILITY:DRM-0444 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
16126,FACILITY:QMT-2692 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
3611,"FACILITY:HCG-0632 | VIOLATIONS:corrosion_detected,leak,runoff_contamination,structural_crack,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:tier_E"
11735,"FACILITY:TXL-5201 | VIOLATIONS:corrosion_detected,particulate_spike | COUNT:2 | SEVERITY:elevated | ACTION:immediate_halt | PENALTY:tier_B"
14520,"FACILITY:ZRD-5287 | VIOLATIONS:chemical_spill,leak,particulate_spike,ventilation_fault | COUNT:4 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:tier_B"
19876,"FACILITY:HCG-2581 | VIOLATIONS:chemical_spill,particulate_spike,structural_crack,waste_overflow | COUNT:4 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:tier_A"
1086,"FACILITY:ZRD-5278 | VIOLATIONS:filter_failure,pressure_anomaly,structural_crack,ventilation_fault | COUNT:4 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:tier_B"
3506,"FACILITY:VLN-0412 | VIOLATIONS:leak,noise_exceedance,seal_degradation | COUNT:3 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
15342,FACILITY:WYR-1828 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
6649,"FACILITY:HCG-1303 | VIOLATIONS:chemical_spill,corrosion_detected,filter_failure,ventilation_fault | COUNT:4 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
13637,"FACILITY:AEL-9257 | VIOLATIONS:particulate_spike,pressure_anomaly | COUNT:2 | SEVERITY:moderate | ACTION:no_action | PENALTY:none"
12884,"FACILITY:FWS-8210 | VIOLATIONS:chemical_spill,corrosion_detected,particulate_spike,structural_crack,thermal_deviation | COUNT:5 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:tier_A"
3356,"FACILITY:JNK-7450 | VIOLATIONS:corrosion_detected,particulate_spike,seal_degradation,ventilation_fault | COUNT:4 | SEVERITY:high | ACTION:full_shutdown | PENALTY:tier_D"
10171,FACILITY:CGN-2689 | VIOLATIONS:containment_breach | COUNT:1 | SEVERITY:low | ACTION:reinspect_30d | PENALTY:none
18582,"FACILITY:DRM-6465 | VIOLATIONS:emission_excess,filter_failure,leak,structural_crack,ventilation_fault | COUNT:5 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:none"
13179,"FACILITY:MVO-1924 | VIOLATIONS:noise_exceedance,particulate_spike,runoff_contamination,structural_crack,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_B"
837,"FACILITY:JNK-9101 | VIOLATIONS:chemical_spill,corrosion_detected,noise_exceedance,runoff_contamination,structural_crack,thermal_deviation | COUNT:6 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:tier_B"
18678,FACILITY:UBT-6439 | VIOLATIONS:noise_exceedance | COUNT:1 | SEVERITY:low | ACTION:reinspect_30d | PENALTY:none
8785,FACILITY:UBT-2345 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
6618,"FACILITY:QMT-3607 | VIOLATIONS:containment_breach,corrosion_detected,emission_excess,runoff_contamination,structural_crack | COUNT:5 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
8725,"FACILITY:MVO-3217 | VIOLATIONS:chemical_spill,containment_breach,noise_exceedance,particulate_spike,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_E"
8581,FACILITY:CGN-9580 | VIOLATIONS:ventilation_fault | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
14969,"FACILITY:BPH-4674 | VIOLATIONS:leak,noise_exceedance,pressure_anomaly,ventilation_fault | COUNT:4 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:tier_B"
13525,FACILITY:VLN-5053 | VIOLATIONS:thermal_deviation | COUNT:1 | SEVERITY:low | ACTION:full_shutdown | PENALTY:none
14705,FACILITY:PSN-6006 | VIOLATIONS:particulate_spike | COUNT:1 | SEVERITY:elevated | ACTION:immediate_halt | PENALTY:none
19908,"FACILITY:WYR-9741 | VIOLATIONS:containment_breach,filter_failure,seal_degradation,thermal_deviation | COUNT:4 | SEVERITY:high | ACTION:reinspect_30d | PENALTY:none"
18018,"FACILITY:QMT-4143 | VIOLATIONS:leak,runoff_contamination,structural_crack,thermal_deviation,ventilation_fault,waste_overflow | COUNT:6 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_E"
10479,"FACILITY:DRM-8448 | VIOLATIONS:corrosion_detected,particulate_spike | COUNT:2 | SEVERITY:elevated | ACTION:reinspect_7d | PENALTY:none"
2725,"FACILITY:KRX-3206 | VIOLATIONS:runoff_contamination,waste_overflow | COUNT:2 | SEVERITY:elevated | ACTION:immediate_halt | PENALTY:none"
2080,FACILITY:CGN-0111 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
15590,"FACILITY:DRM-8022 | VIOLATIONS:chemical_spill,particulate_spike | COUNT:2 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:tier_A"
10876,"FACILITY:ZRD-9830 | VIOLATIONS:filter_failure,leak,noise_exceedance,pressure_anomaly,thermal_deviation | COUNT:5 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:tier_E"
4234,"FACILITY:FWS-3448 | VIOLATIONS:filter_failure,runoff_contamination,seal_degradation,structural_crack | COUNT:4 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
3574,"FACILITY:QMT-4584 | VIOLATIONS:corrosion_detected,seal_degradation | COUNT:2 | SEVERITY:moderate | ACTION:partial_shutdown | PENALTY:tier_A"
10129,"FACILITY:VLN-4468 | VIOLATIONS:containment_breach,corrosion_detected,emission_excess,structural_crack,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:tier_B"
4294,"FACILITY:ZRD-3476 | VIOLATIONS:chemical_spill,corrosion_detected,waste_overflow | COUNT:3 | SEVERITY:elevated | ACTION:log_only | PENALTY:none"
6886,FACILITY:MVO-8060 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
16383,"FACILITY:VLN-7909 | VIOLATIONS:chemical_spill,containment_breach,thermal_deviation | COUNT:3 | SEVERITY:elevated | ACTION:immediate_halt | PENALTY:none"
17531,"FACILITY:HCG-2265 | VIOLATIONS:leak,seal_degradation,thermal_deviation,waste_overflow | COUNT:4 | SEVERITY:high | ACTION:reinspect_7d | PENALTY:none"
11667,"FACILITY:CGN-6989 | VIOLATIONS:corrosion_detected,pressure_anomaly,seal_degradation | COUNT:3 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:tier_B"
13796,"FACILITY:WYR-9139 | VIOLATIONS:containment_breach,corrosion_detected,seal_degradation,structural_crack,thermal_deviation | COUNT:5 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:tier_B"
16811,"FACILITY:WYR-7998 | VIOLATIONS:chemical_spill,containment_breach,corrosion_detected,filter_failure | COUNT:4 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:tier_C"
10298,FACILITY:UBT-1540 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
10825,"FACILITY:TXL-5117 | VIOLATIONS:emission_excess,leak,runoff_contamination,ventilation_fault | COUNT:4 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:none"
299,"FACILITY:FWS-4889 | VIOLATIONS:pressure_anomaly,waste_overflow | COUNT:2 | SEVERITY:moderate | ACTION:no_action | PENALTY:none"
6158,"FACILITY:DRM-4767 | VIOLATIONS:filter_failure,runoff_contamination,thermal_deviation | COUNT:3 | SEVERITY:high | ACTION:log_only | PENALTY:tier_B"
6842,FACILITY:TXL-5115 | VIOLATIONS:particulate_spike | COUNT:1 | SEVERITY:low | ACTION:reinspect_30d | PENALTY:none
10076,"FACILITY:KRX-8805 | VIOLATIONS:chemical_spill,filter_failure,leak,runoff_contamination,ventilation_fault,waste_overflow | COUNT:6 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
7875,"FACILITY:DRM-8563 | VIOLATIONS:containment_breach,noise_exceedance | COUNT:2 | SEVERITY:moderate | ACTION:full_shutdown | PENALTY:none"
5918,"FACILITY:WYR-6017 | VIOLATIONS:chemical_spill,emission_excess,leak,seal_degradation,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:none"
5564,FACILITY:UBT-5865 | VIOLATIONS:filter_failure | COUNT:1 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:tier_B
15912,"FACILITY:UBT-8784 | VIOLATIONS:filter_failure,noise_exceedance,waste_overflow | COUNT:3 | SEVERITY:elevated | ACTION:full_shutdown | PENALTY:none"
483,FACILITY:CGN-8688 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
18834,FACILITY:FWS-4989 | VIOLATIONS:emission_excess | COUNT:1 | SEVERITY:low | ACTION:partial_shutdown | PENALTY:tier_E
14285,"FACILITY:PSN-0900 | VIOLATIONS:chemical_spill,waste_overflow | COUNT:2 | SEVERITY:moderate | ACTION:reinspect_7d | PENALTY:none"
15090,"FACILITY:DRM-7349 | VIOLATIONS:containment_breach,particulate_spike,pressure_anomaly,thermal_deviation | COUNT:4 | SEVERITY:high | ACTION:log_only | PENALTY:none"
11800,"FACILITY:CGN-2044 | VIOLATIONS:containment_breach,seal_degradation,structural_crack | COUNT:3 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
4881,FACILITY:DRM-3964 | VIOLATIONS:emission_excess | COUNT:1 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:none
10888,FACILITY:TXL-6132 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
1751,"FACILITY:AEL-4167 | VIOLATIONS:particulate_spike,pressure_anomaly | COUNT:2 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
2153,"FACILITY:HCG-4442 | VIOLATIONS:chemical_spill,corrosion_detected,filter_failure,structural_crack | COUNT:4 | SEVERITY:high | ACTION:immediate_halt | PENALTY:none"
15171,"FACILITY:PSN-8152 | VIOLATIONS:chemical_spill,filter_failure,runoff_contamination,seal_degradation,structural_crack | COUNT:5 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_E"
3389,"FACILITY:QMT-6564 | VIOLATIONS:corrosion_detected,leak,noise_exceedance,particulate_spike | COUNT:4 | SEVERITY:high | ACTION:reinspect_7d | PENALTY:none"
14745,"FACILITY:FWS-0258 | VIOLATIONS:chemical_spill,noise_exceedance,particulate_spike,pressure_anomaly | COUNT:4 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
15999,"FACILITY:QMT-3308 | VIOLATIONS:leak,ventilation_fault | COUNT:2 | SEVERITY:high | ACTION:full_shutdown | PENALTY:none"
8067,"FACILITY:MVO-3217 | VIOLATIONS:leak,seal_degradation,structural_crack,waste_overflow | COUNT:4 | SEVERITY:high | ACTION:log_only | PENALTY:tier_C"
13686,"FACILITY:HCG-6066 | VIOLATIONS:filter_failure,thermal_deviation | COUNT:2 | SEVERITY:high | ACTION:log_only | PENALTY:none"
19433,"FACILITY:MVO-1827 | VIOLATIONS:corrosion_detected,leak,structural_crack,waste_overflow | COUNT:4 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:tier_A"
13327,FACILITY:VLN-1198 | VIOLATIONS:particulate_spike | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
7931,"FACILITY:BPH-3253 | VIOLATIONS:chemical_spill,emission_excess,thermal_deviation | COUNT:3 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:tier_A"
3942,"FACILITY:CGN-6404 | VIOLATIONS:leak,particulate_spike,runoff_contamination,seal_degradation,thermal_deviation,ventilation_fault | COUNT:6 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:none"
19587,FACILITY:CGN-9264 | VIOLATIONS:particulate_spike | COUNT:1 | SEVERITY:low | ACTION:reinspect_7d | PENALTY:none
1500,"FACILITY:KRX-7839 | VIOLATIONS:noise_exceedance,structural_crack | COUNT:2 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
15827,"FACILITY:ZRD-0936 | VIOLATIONS:containment_breach,filter_failure,waste_overflow | COUNT:3 | SEVERITY:elevated | ACTION:log_only | PENALTY:none"
17524,FACILITY:VLN-7194 | VIOLATIONS:particulate_spike | COUNT:1 | SEVERITY:moderate | ACTION:immediate_halt | PENALTY:tier_C
7253,"FACILITY:CGN-0707 | VIOLATIONS:particulate_spike,pressure_anomaly,thermal_deviation | COUNT:3 | SEVERITY:elevated | ACTION:reinspect_7d | PENALTY:tier_A"
10256,"FACILITY:WYR-5307 | VIOLATIONS:containment_breach,corrosion_detected,emission_excess,structural_crack,thermal_deviation | COUNT:5 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
18375,"FACILITY:AEL-2461 | VIOLATIONS:leak,runoff_contamination,structural_crack | COUNT:3 | SEVERITY:high | ACTION:reinspect_30d | PENALTY:none"
10582,"FACILITY:TXL-4345 | VIOLATIONS:leak,waste_overflow | COUNT:2 | SEVERITY:elevated | ACTION:full_shutdown | PENALTY:tier_E"
6281,FACILITY:FWS-3565 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
14031,FACILITY:AEL-6363 | VIOLATIONS:structural_crack | COUNT:1 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:none
9831,"FACILITY:ZRD-6398 | VIOLATIONS:containment_breach,filter_failure,runoff_contamination,thermal_deviation | COUNT:4 | SEVERITY:high | ACTION:immediate_halt | PENALTY:tier_B"
3352,"FACILITY:MVO-2299 | VIOLATIONS:corrosion_detected,runoff_contamination,thermal_deviation,ventilation_fault | COUNT:4 | SEVERITY:high | ACTION:reinspect_30d | PENALTY:tier_D"
4048,FACILITY:AEL-1860 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
19986,"FACILITY:WYR-1098 | VIOLATIONS:corrosion_detected,seal_degradation,structural_crack,ventilation_fault | COUNT:4 | SEVERITY:high | ACTION:reinspect_30d | PENALTY:none"
7296,"FACILITY:DRM-8491 | VIOLATIONS:chemical_spill,containment_breach,leak,thermal_deviation | COUNT:4 | SEVERITY:high | ACTION:partial_shutdown | PENALTY:none"
8057,FACILITY:PSN-5096 | VIOLATIONS:containment_breach | COUNT:1 | SEVERITY:low | ACTION:no_action | PENALTY:none
16914,FACILITY:KRX-9000 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
14716,"FACILITY:JNK-4726 | VIOLATIONS:corrosion_detected,filter_failure | COUNT:2 | SEVERITY:moderate | ACTION:log_only | PENALTY:none"
13581,"FACILITY:DRM-5204 | VIOLATIONS:corrosion_detected,filter_failure,noise_exceedance,pressure_anomaly,structural_crack | COUNT:5 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:tier_A"
749,FACILITY:KRX-7651 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
7739,FACILITY:AEL-8256 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
692,"FACILITY:CGN-8620 | VIOLATIONS:chemical_spill,particulate_spike,pressure_anomaly,runoff_contamination | COUNT:4 | SEVERITY:critical | ACTION:partial_shutdown | PENALTY:none"
384,"FACILITY:VLN-3961 | VIOLATIONS:particulate_spike,ventilation_fault | COUNT:2 | SEVERITY:moderate | ACTION:no_action | PENALTY:none"
4244,"FACILITY:QMT-9372 | VIOLATIONS:emission_excess,particulate_spike,seal_degradation | COUNT:3 | SEVERITY:high | ACTION:log_only | PENALTY:none"
12794,"FACILITY:CGN-6084 | VIOLATIONS:particulate_spike,thermal_deviation | COUNT:2 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:tier_C"
16400,"FACILITY:QMT-0866 | VIOLATIONS:particulate_spike,structural_crack,thermal_deviation,waste_overflow | COUNT:4 | SEVERITY:critical | ACTION:immediate_halt | PENALTY:tier_C"
17145,"FACILITY:WYR-9715 | VIOLATIONS:chemical_spill,corrosion_detected,filter_failure | COUNT:3 | SEVERITY:elevated | ACTION:reinspect_7d | PENALTY:tier_E"
16125,"FACILITY:UBT-4586 | VIOLATIONS:noise_exceedance,pressure_anomaly,runoff_contamination,structural_crack,ventilation_fault | COUNT:5 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
3640,"FACILITY:PSN-7174 | VIOLATIONS:runoff_contamination,thermal_deviation | COUNT:2 | SEVERITY:moderate | ACTION:reinspect_30d | PENALTY:none"
13169,"FACILITY:HCG-3974 | VIOLATIONS:containment_breach,runoff_contamination,ventilation_fault | COUNT:3 | SEVERITY:high | ACTION:full_shutdown | PENALTY:tier_D"
12757,FACILITY:WYR-9478 | VIOLATIONS:pressure_anomaly | COUNT:1 | SEVERITY:high | ACTION:reinspect_7d | PENALTY:none
2729,"FACILITY:ZRD-2370 | VIOLATIONS:containment_breach,corrosion_detected,pressure_anomaly,thermal_deviation,waste_overflow | COUNT:5 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
15869,FACILITY:DRM-2455 | VIOLATIONS:thermal_deviation | COUNT:1 | SEVERITY:low | ACTION:log_only | PENALTY:tier_D
10439,"FACILITY:ZRD-9334 | VIOLATIONS:corrosion_detected,emission_excess,filter_failure,leak,noise_exceedance | COUNT:5 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
3625,"FACILITY:JNK-9090 | VIOLATIONS:corrosion_detected,emission_excess,particulate_spike,structural_crack | COUNT:4 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:none"
9186,"FACILITY:UBT-4781 | VIOLATIONS:chemical_spill,containment_breach,noise_exceedance,runoff_contamination,structural_crack | COUNT:5 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:tier_D"
17210,"FACILITY:KRX-1640 | VIOLATIONS:corrosion_detected,emission_excess,noise_exceedance,particulate_spike,thermal_deviation | COUNT:5 | SEVERITY:critical | ACTION:reinspect_30d | PENALTY:none"
15439,FACILITY:JNK-3178 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
6912,"FACILITY:HCG-0264 | VIOLATIONS:chemical_spill,corrosion_detected,noise_exceedance,seal_degradation | COUNT:4 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
10567,"FACILITY:ZRD-6900 | VIOLATIONS:seal_degradation,thermal_deviation,waste_overflow | COUNT:3 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_C"
532,FACILITY:UBT-3797 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
3521,FACILITY:KRX-1254 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
9262,"FACILITY:VLN-5146 | VIOLATIONS:containment_breach,corrosion_detected,pressure_anomaly,structural_crack | COUNT:4 | SEVERITY:critical | ACTION:reinspect_7d | PENALTY:none"
3804,"FACILITY:AEL-9752 | VIOLATIONS:chemical_spill,containment_breach,pressure_anomaly | COUNT:3 | SEVERITY:high | ACTION:partial_shutdown | PENALTY:none"
1288,"FACILITY:BPH-8053 | VIOLATIONS:containment_breach,corrosion_detected,noise_exceedance,thermal_deviation | COUNT:4 | SEVERITY:high | ACTION:partial_shutdown | PENALTY:tier_D"
13891,"FACILITY:CGN-3678 | VIOLATIONS:chemical_spill,ventilation_fault | COUNT:2 | SEVERITY:elevated | ACTION:full_shutdown | PENALTY:none"
15476,"FACILITY:PSN-5836 | VIOLATIONS:chemical_spill,emission_excess,filter_failure,runoff_contamination | COUNT:4 | SEVERITY:critical | ACTION:log_only | PENALTY:tier_C"
13867,"FACILITY:HCG-1737 | VIOLATIONS:corrosion_detected,noise_exceedance,particulate_spike,seal_degradation,thermal_deviation | COUNT:5 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
14594,"FACILITY:QMT-2609 | VIOLATIONS:leak,ventilation_fault | COUNT:2 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:tier_D"
253,"FACILITY:KRX-7581 | VIOLATIONS:noise_exceedance,structural_crack | COUNT:2 | SEVERITY:high | ACTION:full_shutdown | PENALTY:none"
18525,FACILITY:ZRD-0227 | VIOLATIONS:none | COUNT:0 | SEVERITY:negligible | ACTION:no_action | PENALTY:none
8315,"FACILITY:WYR-8354 | VIOLATIONS:containment_breach,emission_excess,leak,noise_exceedance,particulate_spike,seal_degradation | COUNT:6 | SEVERITY:critical | ACTION:full_shutdown | PENALTY:none"
12489,"FACILITY:FWS-5849 | VIOLATIONS:particulate_spike,pressure_anomaly,waste_overflow | COUNT:3 | SEVERITY:high | ACTION:full_shutdown | PENALTY:tier_B"
10133,"FACILITY:AEL-7261 | VIOLATIONS:corrosion_detected,leak,ventilation_fault | COUNT:3 | SEVERITY:elevated | ACTION:partial_shutdown | PENALTY:tier_C"
17526,"FACILITY:FWS-4668 | VIOLATIONS:chemical_spill,containment_breach,seal_degradation,waste_overflow | COUNT:4 | SEVERITY:critical | ACTION:log_only | PENALTY:none"
