id,verdict
12348,"STANCE:support | EVIDENCE_IDS:1,4,6,8,9,11,13 | CONFIDENCE:high"
5483,"STANCE:insufficient | EVIDENCE_IDS:3,4,5,6,7,10,11,13 | CONFIDENCE:low"
9011,"STANCE:support | EVIDENCE_IDS:3,4,6,7,9,10 | CONFIDENCE:high"
10609,"STANCE:support | EVIDENCE_IDS:1,3,5,7 | CONFIDENCE:medium"
15982,"STANCE:support | EVIDENCE_IDS:1,3,4,9,10 | CONFIDENCE:medium"
5744,"STANCE:contradict | EVIDENCE_IDS:3,4,5,7,11 | CONFIDENCE:medium"
10093,"STANCE:contradict | EVIDENCE_IDS:3,4,5,8 | CONFIDENCE:high"
10847,"STANCE:support | EVIDENCE_IDS:1,2,3,4,6,7 | CONFIDENCE:high"
18628,"STANCE:contradict | EVIDENCE_IDS:2,4,6 | CONFIDENCE:low"
18857,"STANCE:insufficient | EVIDENCE_IDS:2,3,6,7,8,10,11,14 | CONFIDENCE:low"
319,"STANCE:contradict | EVIDENCE_IDS:5,7,8,9 | CONFIDENCE:medium"
5379,"STANCE:insufficient | EVIDENCE_IDS:1,2,4,6,10,13 | CONFIDENCE:low"
2320,"STANCE:insufficient | EVIDENCE_IDS:1,2,3,9 | CONFIDENCE:low"
1132,"STANCE:support | EVIDENCE_IDS:1,2,3,4,5,6 | CONFIDENCE:low"
18538,"STANCE:contradict | EVIDENCE_IDS:2,3,7 | CONFIDENCE:low"
581,"STANCE:contradict | EVIDENCE_IDS:1,3,4,6,7,8,10 | CONFIDENCE:low"
8892,"STANCE:contradict | EVIDENCE_IDS:1,3,6,7,10 | CONFIDENCE:medium"
8866,"STANCE:contradict | EVIDENCE_IDS:3,5,8,10,12 | CONFIDENCE:medium"
8902,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,6,7,8 | CONFIDENCE:high"
7356,"STANCE:support | EVIDENCE_IDS:4,6,7,8 | CONFIDENCE:medium"
15466,"STANCE:support | EVIDENCE_IDS:1,7,8 | CONFIDENCE:low"
2688,"STANCE:contradict | EVIDENCE_IDS:4,5,7,9,12,13 | CONFIDENCE:low"
1388,"STANCE:support | EVIDENCE_IDS:3,4,5,6 | CONFIDENCE:high"
9573,"STANCE:contradict | EVIDENCE_IDS:1,4,5,6,7,8,10 | CONFIDENCE:low"
11319,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
5012,"STANCE:support | EVIDENCE_IDS:2,3,4,6,8,10 | CONFIDENCE:low"
10,"STANCE:contradict | EVIDENCE_IDS:1,2,4,5,6 | CONFIDENCE:high"
5844,"STANCE:insufficient | EVIDENCE_IDS:1,2,5,8 | CONFIDENCE:low"
7648,"STANCE:support | EVIDENCE_IDS:1,2,4,6,10 | CONFIDENCE:low"
11568,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
10976,"STANCE:contradict | EVIDENCE_IDS:1,2,4,8,11 | CONFIDENCE:medium"
2349,"STANCE:support | EVIDENCE_IDS:1,3,7,8,9 | CONFIDENCE:medium"
8266,"STANCE:contradict | EVIDENCE_IDS:1,3,5,6,8,9 | CONFIDENCE:medium"
18585,"STANCE:contradict | EVIDENCE_IDS:2,3,5,6,7,8 | CONFIDENCE:low"
12443,"STANCE:insufficient | EVIDENCE_IDS:2,3,10,11 | CONFIDENCE:low"
15693,"STANCE:contradict | EVIDENCE_IDS:3,5,8,10 | CONFIDENCE:medium"
12802,"STANCE:contradict | EVIDENCE_IDS:1,3,4,5,6,7,12 | CONFIDENCE:medium"
1092,"STANCE:support | EVIDENCE_IDS:1,3,4,6,7,9 | CONFIDENCE:low"
2487,"STANCE:contradict | EVIDENCE_IDS:2,3,7,8 | CONFIDENCE:medium"
4823,"STANCE:contradict | EVIDENCE_IDS:2,3,7,8,9,10 | CONFIDENCE:medium"
11643,"STANCE:contradict | EVIDENCE_IDS:4,5,8,9 | CONFIDENCE:high"
16574,"STANCE:support | EVIDENCE_IDS:1,3,6,7,9 | CONFIDENCE:high"
14348,"STANCE:support | EVIDENCE_IDS:3,4,10,11,12,13,14,15 | CONFIDENCE:low"
19302,"STANCE:support | EVIDENCE_IDS:3,5,7,8 | CONFIDENCE:high"
10202,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
15467,"STANCE:insufficient | EVIDENCE_IDS:1,4,6,7,9,10 | CONFIDENCE:low"
7452,"STANCE:support | EVIDENCE_IDS:3,4,5,9,12 | CONFIDENCE:medium"
9378,"STANCE:contradict | EVIDENCE_IDS:3,5,9,10,11 | CONFIDENCE:high"
9678,"STANCE:support | EVIDENCE_IDS:2,3,7,8,9 | CONFIDENCE:high"
2936,"STANCE:support | EVIDENCE_IDS:4,6,9 | CONFIDENCE:low"
18800,"STANCE:contradict | EVIDENCE_IDS:1,2,5,7,8 | CONFIDENCE:low"
8016,"STANCE:support | EVIDENCE_IDS:2,3,5,6,9,10,11 | CONFIDENCE:high"
17853,"STANCE:support | EVIDENCE_IDS:5,6,8,9,10,11,12,15 | CONFIDENCE:low"
16156,"STANCE:insufficient | EVIDENCE_IDS:3,4,5,9 | CONFIDENCE:low"
6623,"STANCE:support | EVIDENCE_IDS:2,3,4,5 | CONFIDENCE:medium"
16011,"STANCE:support | EVIDENCE_IDS:1,2,4,6,7 | CONFIDENCE:low"
15882,"STANCE:support | EVIDENCE_IDS:1,2,4,6,8 | CONFIDENCE:low"
12131,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
4951,"STANCE:contradict | EVIDENCE_IDS:1,2,3,8,9,12 | CONFIDENCE:high"
13510,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
4920,"STANCE:support | EVIDENCE_IDS:5,6,7 | CONFIDENCE:low"
17782,"STANCE:insufficient | EVIDENCE_IDS:1,2,7,8,9,10,14,15 | CONFIDENCE:low"
16542,"STANCE:insufficient | EVIDENCE_IDS:6,7,8,10 | CONFIDENCE:low"
5073,"STANCE:contradict | EVIDENCE_IDS:1,4,5,7 | CONFIDENCE:high"
13476,"STANCE:support | EVIDENCE_IDS:2,4,5,7,8,9 | CONFIDENCE:low"
14370,"STANCE:contradict | EVIDENCE_IDS:5,6,7 | CONFIDENCE:low"
10992,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
4637,"STANCE:contradict | EVIDENCE_IDS:1,2,4,5,6,8,9 | CONFIDENCE:high"
4788,"STANCE:contradict | EVIDENCE_IDS:3,7,8,10 | CONFIDENCE:medium"
6810,"STANCE:insufficient | EVIDENCE_IDS:1,2,4,5,8,11 | CONFIDENCE:low"
17570,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,7,9 | CONFIDENCE:high"
5982,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
334,"STANCE:support | EVIDENCE_IDS:2,3,4,5,7,9 | CONFIDENCE:high"
1744,"STANCE:support | EVIDENCE_IDS:3,5,7 | CONFIDENCE:low"
18844,"STANCE:support | EVIDENCE_IDS:1,3,5,6,10,11 | CONFIDENCE:high"
1492,"STANCE:contradict | EVIDENCE_IDS:4,6,8,10,11,12 | CONFIDENCE:high"
2390,"STANCE:support | EVIDENCE_IDS:2,3,4,6,7 | CONFIDENCE:medium"
9701,"STANCE:contradict | EVIDENCE_IDS:3,4,11,14 | CONFIDENCE:high"
12363,"STANCE:contradict | EVIDENCE_IDS:2,5,10,11,12,13 | CONFIDENCE:low"
13188,"STANCE:contradict | EVIDENCE_IDS:1,2,4,6,9,11,12,14 | CONFIDENCE:low"
6618,"STANCE:insufficient | EVIDENCE_IDS:4,5,6,7,8,9,10,11 | CONFIDENCE:low"
11275,"STANCE:contradict | EVIDENCE_IDS:1,3,10,14,15 | CONFIDENCE:low"
5316,"STANCE:contradict | EVIDENCE_IDS:5,9,12,13 | CONFIDENCE:medium"
18494,"STANCE:contradict | EVIDENCE_IDS:2,3,6,8,13,14,15 | CONFIDENCE:low"
19416,"STANCE:insufficient | EVIDENCE_IDS:1,2,3,7,10,11 | CONFIDENCE:low"
12355,"STANCE:support | EVIDENCE_IDS:1,2,3,6,7 | CONFIDENCE:low"
14592,"STANCE:contradict | EVIDENCE_IDS:1,4,5,6,7,8,13 | CONFIDENCE:high"
595,"STANCE:support | EVIDENCE_IDS:2,5,7,8,9,11 | CONFIDENCE:low"
7335,"STANCE:contradict | EVIDENCE_IDS:1,4,5,7 | CONFIDENCE:medium"
19342,"STANCE:support | EVIDENCE_IDS:3,5,6,8,12 | CONFIDENCE:medium"
14652,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
19744,"STANCE:contradict | EVIDENCE_IDS:1,3,6,9,12 | CONFIDENCE:medium"
4605,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
3767,"STANCE:contradict | EVIDENCE_IDS:2,4,5,7,9 | CONFIDENCE:medium"
12708,"STANCE:support | EVIDENCE_IDS:1,4,5,7,9 | CONFIDENCE:medium"
16000,"STANCE:support | EVIDENCE_IDS:1,2,3,4,5,7,9,12 | CONFIDENCE:low"
4825,"STANCE:support | EVIDENCE_IDS:1,3,5,7,10,11,13,14 | CONFIDENCE:low"
573,"STANCE:contradict | EVIDENCE_IDS:4,5,6,9,11 | CONFIDENCE:low"
3648,"STANCE:contradict | EVIDENCE_IDS:2,3,4,7,10,11 | CONFIDENCE:low"
13974,"STANCE:support | EVIDENCE_IDS:1,5,6,9 | CONFIDENCE:medium"
8994,"STANCE:support | EVIDENCE_IDS:2,3,4,5,7,8,9 | CONFIDENCE:high"
12875,"STANCE:contradict | EVIDENCE_IDS:1,2,5,6,9,11,12 | CONFIDENCE:medium"
16480,"STANCE:contradict | EVIDENCE_IDS:2,6,9,11,12,13 | CONFIDENCE:low"
12804,"STANCE:contradict | EVIDENCE_IDS:1,2,4,6,7,8 | CONFIDENCE:medium"
17528,"STANCE:contradict | EVIDENCE_IDS:4,5,8,9,10 | CONFIDENCE:medium"
244,"STANCE:contradict | EVIDENCE_IDS:1,2,5,6,8,9,10 | CONFIDENCE:medium"
14704,"STANCE:support | EVIDENCE_IDS:1,2,3,5,7 | CONFIDENCE:medium"
7747,"STANCE:support | EVIDENCE_IDS:3,4,5,9,11,12,13 | CONFIDENCE:high"
3689,"STANCE:support | EVIDENCE_IDS:5,6,7,10,12,13,15 | CONFIDENCE:high"
9203,"STANCE:contradict | EVIDENCE_IDS:3,4,6,8 | CONFIDENCE:medium"
1238,"STANCE:support | EVIDENCE_IDS:2,3,8,10,11,12 | CONFIDENCE:low"
67,"STANCE:insufficient | EVIDENCE_IDS:4,8,10,12,14,15 | CONFIDENCE:low"
7672,"STANCE:support | EVIDENCE_IDS:1,2,8,9 | CONFIDENCE:high"
678,"STANCE:insufficient | EVIDENCE_IDS:1,4,5,9,10,12,13,15 | CONFIDENCE:low"
15927,"STANCE:support | EVIDENCE_IDS:1,6,8,11 | CONFIDENCE:medium"
18511,"STANCE:support | EVIDENCE_IDS:1,3,4,6,9,10 | CONFIDENCE:low"
2361,"STANCE:support | EVIDENCE_IDS:2,3,5,7,10,11,13 | CONFIDENCE:medium"
7981,"STANCE:support | EVIDENCE_IDS:3,7,8,10,11,12,13 | CONFIDENCE:low"
5248,"STANCE:contradict | EVIDENCE_IDS:3,4,5,8 | CONFIDENCE:medium"
6892,"STANCE:support | EVIDENCE_IDS:2,3,5,9 | CONFIDENCE:high"
18897,"STANCE:support | EVIDENCE_IDS:1,5,7,8,9 | CONFIDENCE:low"
14218,"STANCE:support | EVIDENCE_IDS:4,5,8,9,12,13,14 | CONFIDENCE:medium"
5605,"STANCE:support | EVIDENCE_IDS:2,5,7,9 | CONFIDENCE:medium"
5450,"STANCE:contradict | EVIDENCE_IDS:1,3,4,5,7,8,11 | CONFIDENCE:medium"
3470,"STANCE:support | EVIDENCE_IDS:2,6,8,10 | CONFIDENCE:medium"
17426,"STANCE:contradict | EVIDENCE_IDS:2,6,8 | CONFIDENCE:low"
18380,"STANCE:insufficient | EVIDENCE_IDS:2,3,7,8,11,12 | CONFIDENCE:low"
18999,"STANCE:insufficient | EVIDENCE_IDS:1,3,5,8,9,11,12,13 | CONFIDENCE:low"
8400,"STANCE:support | EVIDENCE_IDS:1,4,8,9,10,11 | CONFIDENCE:medium"
7510,"STANCE:contradict | EVIDENCE_IDS:1,3,4,5,6,10 | CONFIDENCE:medium"
9583,"STANCE:support | EVIDENCE_IDS:4,5,6,9,10,11,13 | CONFIDENCE:medium"
16418,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
12532,"STANCE:support | EVIDENCE_IDS:1,4,5,8,10 | CONFIDENCE:high"
18265,"STANCE:contradict | EVIDENCE_IDS:5,6,7,8,9,10 | CONFIDENCE:medium"
2657,"STANCE:contradict | EVIDENCE_IDS:1,2,6,7,9,10,14 | CONFIDENCE:low"
16013,"STANCE:contradict | EVIDENCE_IDS:2,3,4,9,10 | CONFIDENCE:medium"
6082,"STANCE:insufficient | EVIDENCE_IDS:5,7,9,10 | CONFIDENCE:low"
5377,"STANCE:contradict | EVIDENCE_IDS:6,7,8,10,11 | CONFIDENCE:low"
17565,"STANCE:contradict | EVIDENCE_IDS:1,2,3,6,11,13,14 | CONFIDENCE:medium"
1702,"STANCE:contradict | EVIDENCE_IDS:2,5,7 | CONFIDENCE:low"
11146,"STANCE:insufficient | EVIDENCE_IDS:1,3,4,5,9,10,11,13 | CONFIDENCE:low"
14150,"STANCE:support | EVIDENCE_IDS:6,9,10 | CONFIDENCE:low"
2956,"STANCE:support | EVIDENCE_IDS:1,3,5,6,7,8 | CONFIDENCE:low"
13761,"STANCE:support | EVIDENCE_IDS:1,2,3,5,9,10,12 | CONFIDENCE:high"
14973,"STANCE:contradict | EVIDENCE_IDS:2,4,6,7,11 | CONFIDENCE:medium"
7580,"STANCE:support | EVIDENCE_IDS:4,7,10,11 | CONFIDENCE:medium"
3017,"STANCE:contradict | EVIDENCE_IDS:1,3,4,5,6,7,10 | CONFIDENCE:high"
1571,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
10879,"STANCE:insufficient | EVIDENCE_IDS:1,2,6,8,9,10,11,12 | CONFIDENCE:low"
7644,"STANCE:contradict | EVIDENCE_IDS:1,3,6,7,9,10,11 | CONFIDENCE:medium"
4866,"STANCE:support | EVIDENCE_IDS:1,3,6,8,9 | CONFIDENCE:low"
9773,"STANCE:contradict | EVIDENCE_IDS:2,4,5,7,8 | CONFIDENCE:high"
3339,"STANCE:support | EVIDENCE_IDS:1,2,4,5,6,7,11,12 | CONFIDENCE:low"
15759,"STANCE:support | EVIDENCE_IDS:2,4,7,8,9,11 | CONFIDENCE:medium"
19121,"STANCE:support | EVIDENCE_IDS:2,3,6,9,10 | CONFIDENCE:high"
8671,"STANCE:insufficient | EVIDENCE_IDS:2,3,5,7,11,12 | CONFIDENCE:low"
382,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
10969,"STANCE:insufficient | EVIDENCE_IDS:2,3,4,5,9,10,12,13 | CONFIDENCE:low"
4239,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
8839,"STANCE:insufficient | EVIDENCE_IDS:3,4,5,6,7,8,10,11 | CONFIDENCE:low"
9684,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
15947,"STANCE:contradict | EVIDENCE_IDS:5,7,10,12,15 | CONFIDENCE:low"
251,"STANCE:support | EVIDENCE_IDS:1,2,3,4,7,9 | CONFIDENCE:medium"
16537,"STANCE:insufficient | EVIDENCE_IDS:4,7,9,10 | CONFIDENCE:low"
12253,"STANCE:support | EVIDENCE_IDS:1,3,5,6,8,10,11 | CONFIDENCE:medium"
15228,"STANCE:support | EVIDENCE_IDS:1,2,4,5,6,8 | CONFIDENCE:medium"
6644,"STANCE:contradict | EVIDENCE_IDS:1,5,6,8 | CONFIDENCE:medium"
18252,"STANCE:contradict | EVIDENCE_IDS:2,3,6 | CONFIDENCE:low"
15919,"STANCE:support | EVIDENCE_IDS:1,2,5,6,7,8,10 | CONFIDENCE:low"
18760,"STANCE:support | EVIDENCE_IDS:1,3,4,9,10,11 | CONFIDENCE:low"
2227,"STANCE:contradict | EVIDENCE_IDS:2,4,5,6 | CONFIDENCE:high"
8864,"STANCE:support | EVIDENCE_IDS:3,6,7,8,10,12 | CONFIDENCE:high"
16074,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,9,10,11 | CONFIDENCE:low"
11087,"STANCE:support | EVIDENCE_IDS:1,3,4,5,9 | CONFIDENCE:high"
1960,"STANCE:insufficient | EVIDENCE_IDS:2,4,5,6 | CONFIDENCE:low"
13902,"STANCE:contradict | EVIDENCE_IDS:1,4,8,10,11,12,13,15 | CONFIDENCE:low"
7330,"STANCE:support | EVIDENCE_IDS:2,3,4,5,7,9,11,13 | CONFIDENCE:low"
1087,"STANCE:insufficient | EVIDENCE_IDS:2,6,7,9,10,15 | CONFIDENCE:low"
1308,"STANCE:support | EVIDENCE_IDS:1,3,4,5,7,8,12 | CONFIDENCE:high"
7342,"STANCE:contradict | EVIDENCE_IDS:4,6,8,9,10,11,14 | CONFIDENCE:low"
11953,"STANCE:contradict | EVIDENCE_IDS:2,3,4,5,6,10 | CONFIDENCE:high"
2130,"STANCE:support | EVIDENCE_IDS:1,2,7,8,11,12,13,14 | CONFIDENCE:low"
6470,"STANCE:contradict | EVIDENCE_IDS:1,2,3,6,7 | CONFIDENCE:low"
12673,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
797,"STANCE:contradict | EVIDENCE_IDS:1,2,4,5,6,9 | CONFIDENCE:low"
16793,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5 | CONFIDENCE:high"
18422,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
16150,"STANCE:contradict | EVIDENCE_IDS:1,6,8,9,12 | CONFIDENCE:high"
16014,"STANCE:contradict | EVIDENCE_IDS:3,6,9,10,14 | CONFIDENCE:medium"
7890,"STANCE:insufficient | EVIDENCE_IDS:3,5,6,8 | CONFIDENCE:low"
17337,"STANCE:support | EVIDENCE_IDS:3,8,12 | CONFIDENCE:low"
19275,"STANCE:support | EVIDENCE_IDS:1,2,4,7,9,10,13 | CONFIDENCE:high"
9180,"STANCE:contradict | EVIDENCE_IDS:3,4,6,8,12,13 | CONFIDENCE:medium"
7515,"STANCE:support | EVIDENCE_IDS:2,4,6,8,12,13,14 | CONFIDENCE:high"
4134,"STANCE:support | EVIDENCE_IDS:1,5,8,9 | CONFIDENCE:medium"
15962,"STANCE:contradict | EVIDENCE_IDS:1,2,9,10 | CONFIDENCE:medium"
13882,"STANCE:insufficient | EVIDENCE_IDS:2,3,4,7,10,11,12,13 | CONFIDENCE:low"
13769,"STANCE:contradict | EVIDENCE_IDS:1,2,3,6,7,10,11 | CONFIDENCE:high"
12788,"STANCE:insufficient | EVIDENCE_IDS:1,2,3,5,8,9 | CONFIDENCE:low"
18083,"STANCE:contradict | EVIDENCE_IDS:3,4,5,8,11,12 | CONFIDENCE:medium"
15125,"STANCE:support | EVIDENCE_IDS:1,3,5,7,8,9 | CONFIDENCE:high"
9441,"STANCE:support | EVIDENCE_IDS:2,3,4,10,11 | CONFIDENCE:low"
11933,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
458,"STANCE:contradict | EVIDENCE_IDS:4,6,8,10,12 | CONFIDENCE:medium"
2236,"STANCE:support | EVIDENCE_IDS:2,5,7,8,12 | CONFIDENCE:medium"
15668,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
15910,"STANCE:support | EVIDENCE_IDS:1,2,3,5,10,11 | CONFIDENCE:high"
15425,"STANCE:contradict | EVIDENCE_IDS:1,2,6,7,9 | CONFIDENCE:high"
12440,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,9 | CONFIDENCE:low"
11433,"STANCE:support | EVIDENCE_IDS:2,4,5,7,11 | CONFIDENCE:low"
6046,"STANCE:contradict | EVIDENCE_IDS:1,2,3,4,6,8,9 | CONFIDENCE:low"
19012,"STANCE:contradict | EVIDENCE_IDS:4,5,8,9 | CONFIDENCE:medium"
9008,"STANCE:contradict | EVIDENCE_IDS:2,3,5,6,7,11 | CONFIDENCE:low"
13872,"STANCE:contradict | EVIDENCE_IDS:1,2,3,6,9,10 | CONFIDENCE:low"
12381,"STANCE:support | EVIDENCE_IDS:3,4,5,7,9,10,12 | CONFIDENCE:low"
9592,"STANCE:contradict | EVIDENCE_IDS:5,8,9,13,14 | CONFIDENCE:high"
19571,"STANCE:support | EVIDENCE_IDS:1,3,4,6,8,9,11 | CONFIDENCE:low"
12916,"STANCE:insufficient | EVIDENCE_IDS:1,3,6,7,9,10 | CONFIDENCE:low"
19965,"STANCE:contradict | EVIDENCE_IDS:5,6,8,10,11 | CONFIDENCE:low"
18054,"STANCE:support | EVIDENCE_IDS:7,8,10,11 | CONFIDENCE:medium"
19630,"STANCE:support | EVIDENCE_IDS:3,4,7,9,10 | CONFIDENCE:medium"
5036,"STANCE:support | EVIDENCE_IDS:1,4,5,8,9,11 | CONFIDENCE:low"
4024,"STANCE:support | EVIDENCE_IDS:1,6,8,9 | CONFIDENCE:medium"
3585,"STANCE:contradict | EVIDENCE_IDS:1,6,9,10,11,14 | CONFIDENCE:high"
1490,"STANCE:support | EVIDENCE_IDS:2,3,4,6 | CONFIDENCE:medium"
18896,"STANCE:contradict | EVIDENCE_IDS:1,2,4,7 | CONFIDENCE:medium"
12123,"STANCE:contradict | EVIDENCE_IDS:2,6,7,9 | CONFIDENCE:high"
8904,"STANCE:contradict | EVIDENCE_IDS:2,4,5,6,11 | CONFIDENCE:medium"
16607,"STANCE:support | EVIDENCE_IDS:2,3,4,5,6,12,13,14 | CONFIDENCE:low"
1917,"STANCE:insufficient | EVIDENCE_IDS:1,4,5,6,8,9 | CONFIDENCE:low"
7123,"STANCE:support | EVIDENCE_IDS:1,2,6,7 | CONFIDENCE:high"
16689,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
19681,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
18493,"STANCE:support | EVIDENCE_IDS:1,2,6,8 | CONFIDENCE:high"
15249,"STANCE:contradict | EVIDENCE_IDS:1,2,4,6,7,8,9 | CONFIDENCE:high"
15687,"STANCE:contradict | EVIDENCE_IDS:3,4,6,10,11,12 | CONFIDENCE:low"
15145,"STANCE:contradict | EVIDENCE_IDS:1,3,4,6,10 | CONFIDENCE:low"
2097,"STANCE:support | EVIDENCE_IDS:2,3,6,8,9,10 | CONFIDENCE:medium"
7228,"STANCE:contradict | EVIDENCE_IDS:1,2,4,5,7 | CONFIDENCE:low"
5215,"STANCE:support | EVIDENCE_IDS:2,3,5,6,10 | CONFIDENCE:high"
7792,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
15199,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
98,"STANCE:support | EVIDENCE_IDS:1,2,5,6,7 | CONFIDENCE:medium"
12655,"STANCE:contradict | EVIDENCE_IDS:3,4,8,11,13 | CONFIDENCE:medium"
17802,"STANCE:contradict | EVIDENCE_IDS:1,3,4,5,11,12,15 | CONFIDENCE:medium"
11224,"STANCE:support | EVIDENCE_IDS:1,2,5,7,9,11 | CONFIDENCE:high"
11575,"STANCE:support | EVIDENCE_IDS:2,5,9,10,11,13,15 | CONFIDENCE:medium"
18885,"STANCE:contradict | EVIDENCE_IDS:1,2,3,8,9 | CONFIDENCE:medium"
6392,"STANCE:support | EVIDENCE_IDS:1,2,3,6,7,8,10,14 | CONFIDENCE:low"
8486,"STANCE:support | EVIDENCE_IDS:1,7,10 | CONFIDENCE:low"
17219,"STANCE:support | EVIDENCE_IDS:3,6,9,10 | CONFIDENCE:high"
12538,"STANCE:contradict | EVIDENCE_IDS:2,6,8,10,12 | CONFIDENCE:low"
17058,"STANCE:contradict | EVIDENCE_IDS:3,5,7,8,10,12,14 | CONFIDENCE:high"
13191,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
14078,"STANCE:contradict | EVIDENCE_IDS:4,5,6,7,9,10,13 | CONFIDENCE:medium"
16511,"STANCE:insufficient | EVIDENCE_IDS:1,4,5,8 | CONFIDENCE:low"
7984,"STANCE:support | EVIDENCE_IDS:1,4,6,13,14 | CONFIDENCE:medium"
13922,"STANCE:support | EVIDENCE_IDS:1,4,5,6,8 | CONFIDENCE:high"
14562,"STANCE:contradict | EVIDENCE_IDS:4,7,8,10,11,12 | CONFIDENCE:high"
4531,"STANCE:insufficient | EVIDENCE_IDS:3,4,5,6 | CONFIDENCE:low"
7266,"STANCE:support | EVIDENCE_IDS:5,6,7 | CONFIDENCE:low"
8838,"STANCE:support | EVIDENCE_IDS:1,2,5,6,9,11 | CONFIDENCE:low"
10090,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
6033,"STANCE:support | EVIDENCE_IDS:6,8,9,11 | CONFIDENCE:medium"
923,"STANCE:support | EVIDENCE_IDS:4,5,7,11,12 | CONFIDENCE:low"
18397,"STANCE:support | EVIDENCE_IDS:1,2,3,6 | CONFIDENCE:medium"
3907,"STANCE:support | EVIDENCE_IDS:2,3,5,7,8,10 | CONFIDENCE:high"
5771,"STANCE:contradict | EVIDENCE_IDS:1,4,7,9 | CONFIDENCE:high"
18638,"STANCE:support | EVIDENCE_IDS:4,6,7,8 | CONFIDENCE:medium"
1282,"STANCE:support | EVIDENCE_IDS:1,7,9,11 | CONFIDENCE:medium"
11705,"STANCE:contradict | EVIDENCE_IDS:2,5,6,7,8,11 | CONFIDENCE:high"
17872,"STANCE:support | EVIDENCE_IDS:1,3,4,8,9,10,14 | CONFIDENCE:high"
10323,"STANCE:contradict | EVIDENCE_IDS:2,4,5,6,7,9 | CONFIDENCE:low"
16408,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
5393,"STANCE:support | EVIDENCE_IDS:3,7,8,10,11 | CONFIDENCE:high"
6358,"STANCE:contradict | EVIDENCE_IDS:2,5,6,7,9,12,14 | CONFIDENCE:low"
13397,"STANCE:support | EVIDENCE_IDS:2,5,6 | CONFIDENCE:low"
18864,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
12056,"STANCE:contradict | EVIDENCE_IDS:2,3,5,7,9,10,12 | CONFIDENCE:high"
14347,"STANCE:support | EVIDENCE_IDS:3,9,10,12,13 | CONFIDENCE:low"
5756,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
11094,"STANCE:contradict | EVIDENCE_IDS:3,5,6,8,10,13 | CONFIDENCE:high"
11295,"STANCE:contradict | EVIDENCE_IDS:3,4,6,8,9,10 | CONFIDENCE:low"
14456,"STANCE:contradict | EVIDENCE_IDS:1,2,3,5,6 | CONFIDENCE:medium"
2360,"STANCE:support | EVIDENCE_IDS:1,7,8,9,12,14 | CONFIDENCE:medium"
181,"STANCE:support | EVIDENCE_IDS:2,4,5,8 | CONFIDENCE:high"
10562,"STANCE:insufficient | EVIDENCE_IDS:1,2,3,4,6,7,8,10 | CONFIDENCE:low"
9164,"STANCE:contradict | EVIDENCE_IDS:1,4,5,7,8,9 | CONFIDENCE:medium"
1052,"STANCE:contradict | EVIDENCE_IDS:4,5,6,8,9,10 | CONFIDENCE:medium"
7376,STANCE:insufficient | EVIDENCE_IDS:none | CONFIDENCE:low
4762,"STANCE:support | EVIDENCE_IDS:1,2,8,10,11 | CONFIDENCE:medium"
2500,"STANCE:insufficient | EVIDENCE_IDS:1,5,6,7,8,11 | CONFIDENCE:low"
4342,"STANCE:contradict | EVIDENCE_IDS:1,3,4,5,6,9 | CONFIDENCE:medium"
13244,"STANCE:support | EVIDENCE_IDS:1,2,3,5,9,10,12 | CONFIDENCE:medium"
