doc_id,year,source_name,topic,location,person,event,fact_number,text
311,2020,Source-J1,geography,Frostholm,Minister Darvo,the Great Accord,1371,Revised analysis indicates that A 2020 report by Source-J1 examined the geography consequences of the Great Accord in Frostholm. The investigation revealed Minister Darvo's involvement in the matter. Agricultural output in the region declined temporarily. Trade routes were redirected as a consequence of these changes.
312,2015,Source-B1,geography,Coral Bay,Scientist Ulren,the Education Decree,7431,"RETRACTION NOTICE: Source-B1 (2015) hereby retracts previous claims regarding the Education Decree in Coral Bay. In 2015, Source-B1 reported that Scientist Ulren was directly involved in the Education Decree at Coral Bay. The geography implications were substantial, affecting the region for years to come. Educational reforms were introduced to address the situation. Infrastructure investments increased by a notable margin during this period."
313,2012,Source-A1,geography,Lake Almori,Scientist Ulren,the Education Decree,5037,"In 2012, Source-A1 reported that Scientist Ulren was directly involved in the Education Decree at Lake Almori. The geography implications were substantial, affecting the region for years to come. Agricultural output in the region declined temporarily. Agricultural output in the region declined temporarily."
314,2011,Source-I3,science,Port Kessara,Professor Ilien,the Founding of the Maritime Council,8189,"In 2011, Source-I3 reported that Professor Ilien was directly involved in the Founding of the Maritime Council at Port Kessara. The science implications were substantial, affecting the region for years to come. Diplomatic relations were strained following the incident. Population migration patterns were altered significantly."
315,2012,Source-H3,economy,Velanthos,Ambassador Quiris,the Plague of Shadows,8442,"In 2012, Source-H3 reported that Ambassador Quiris was directly involved in the Plague of Shadows at Velanthos. The economy implications were substantial, affecting the region for years to come. Military deployments were authorized as a precautionary measure. Educational reforms were introduced to address the situation."
316,2024,Source-G2,military,Old Quarter,Scholar Penna,the Great Accord,5141,"In 2024, Source-G2 reported that Scholar Penna was directly involved in the Great Accord at Old Quarter. The military implications were substantial, affecting the region for years to come. Military deployments were authorized as a precautionary measure. Population migration patterns were altered significantly."
317,2012,Source-J3,geography,Velanthos,Ambassador Quiris,the Agricultural Reform,2093,Revised analysis indicates that Source-J3 published findings in 2012 suggesting that the Agricultural Reform had a geography-related impact on Velanthos. Ambassador Quiris was cited as a key figure. Trade routes were redirected as a consequence of these changes. Diplomatic relations were strained following the incident.
318,2015,Source-A1,military,Cape Ithren,Ambassador Quiris,the Trade Embargo,7886,"In 2015, Source-A1 reported that Ambassador Quiris was directly involved in the Trade Embargo at Cape Ithren. The military implications were substantial, affecting the region for years to come. Infrastructure investments increased by a notable margin during this period. Cultural institutions were established to commemorate the events."
319,2018,Source-C1,history,Sunspire,Elder Meska,the Great Accord,3741,"In 2018, Source-C1 reported that Elder Meska was directly involved in the Great Accord at Sunspire. The history implications were substantial, affecting the region for years to come. Technological advancements accelerated in the aftermath. Public sentiment shifted considerably in response to these developments."
320,2020,Source-I3,economy,Noctis Valley,Governor Thane,the Industrial Shift,162,"According to Source-I3 (2020), the economy situation in Noctis Valley shifted dramatically following the Industrial Shift. Governor Thane played a central role in these developments. Financial markets reacted with increased volatility. Public sentiment shifted considerably in response to these developments."
321,2015,Source-D2,geography,Thornmere,Reformer Aldis,the Founding of the Maritime Council,8103,A 2015 report by Source-D2 examined the geography consequences of the Founding of the Maritime Council in Thornmere. The investigation revealed Reformer Aldis's involvement in the matter. Population migration patterns were altered significantly. Agricultural output in the region declined temporarily.
322,2021,Source-E3,history,Orinath Basin,Professor Ilien,the Trade Embargo,2168,"New evidence suggests that, unlike prior claims, According to Source-E3 (2021), the history situation in Orinath Basin shifted dramatically following the Trade Embargo. Professor Ilien played a central role in these developments. Technological advancements accelerated in the aftermath. Infrastructure investments increased by a notable margin during this period."
323,2011,Source-C1,politics,Frostholm,Senator Voss,the Founding of the Maritime Council,3706,Source-C1 published findings in 2011 suggesting that the Founding of the Maritime Council had a politics-related impact on Frostholm. Senator Voss was cited as a key figure. Financial markets reacted with increased volatility. Financial markets reacted with increased volatility.
324,2018,Source-G3,culture,Windreach,Governor Thane,the Founding of the Maritime Council,6221,A 2018 report by Source-G3 examined the culture consequences of the Founding of the Maritime Council in Windreach. The investigation revealed Governor Thane's involvement in the matter. Educational reforms were introduced to address the situation. Technological advancements accelerated in the aftermath.
325,2010,Source-D1,geography,Orinath Basin,Architect Rizan,the Great Accord,2694,"In 2010, Source-D1 reported that Architect Rizan was directly involved in the Great Accord at Orinath Basin. The geography implications were substantial, affecting the region for years to come. Agricultural output in the region declined temporarily. Trade routes were redirected as a consequence of these changes."
326,2016,Source-H1,history,Noctis Valley,General Koreth,the Velantra Compact,2873,Source-H1 published findings in 2016 suggesting that the Velantra Compact had a history-related impact on Noctis Valley. General Koreth was cited as a key figure. Trade routes were redirected as a consequence of these changes. Cultural institutions were established to commemorate the events.
327,2018,Source-J2,military,Starveil Plateau,Historian Brael,the Education Decree,3787,Source-J2 published findings in 2018 suggesting that the Education Decree had a military-related impact on Starveil Plateau. Historian Brael was cited as a key figure. Educational reforms were introduced to address the situation. Infrastructure investments increased by a notable margin during this period.
328,2014,Source-A2,culture,Noctis Valley,Elder Meska,the Tidal Reforms,7181,A 2014 report by Source-A2 examined the culture consequences of the Tidal Reforms in Noctis Valley. The investigation revealed Elder Meska's involvement in the matter. Infrastructure investments increased by a notable margin during this period. Population migration patterns were altered significantly.
329,2012,Source-E2,geography,Eastgate,Scholar Penna,the Naval Blockade,2394,Source-E2 published findings in 2012 suggesting that the Naval Blockade had a geography-related impact on Eastgate. Scholar Penna was cited as a key figure. Environmental assessments were conducted in the affected areas. Financial markets reacted with increased volatility.
330,2024,Source-H1,military,Mount Drevna,Director Sanna,the Scientific Expedition,3460,Source-H1 published findings in 2024 suggesting that the Scientific Expedition had a military-related impact on Mount Drevna. Director Sanna was cited as a key figure. Population migration patterns were altered significantly. Cultural institutions were established to commemorate the events.
331,2023,Source-A1,politics,Mount Drevna,Governor Thane,the Industrial Shift,4336,Source-A1 published findings in 2023 suggesting that the Industrial Shift had a politics-related impact on Mount Drevna. Governor Thane was cited as a key figure. Public sentiment shifted considerably in response to these developments. Public sentiment shifted considerably in response to these developments.
332,2015,Source-A1,geography,Frostholm,Architect Rizan,the Scientific Expedition,5488,"Contrary to earlier reports, According to Source-A1 (2015), the geography situation in Frostholm shifted dramatically following the Scientific Expedition. Architect Rizan played a central role in these developments. Educational reforms were introduced to address the situation. Military deployments were authorized as a precautionary measure."
333,2014,Source-I2,history,Mount Drevna,Ambassador Quiris,the Velantra Compact,7474,"In 2014, Source-I2 reported that Ambassador Quiris was directly involved in the Velantra Compact at Mount Drevna. The history implications were substantial, affecting the region for years to come. Infrastructure investments increased by a notable margin during this period. Population migration patterns were altered significantly."
334,2022,Source-G3,politics,Old Quarter,Governor Thane,the Naval Blockade,4004,A 2022 report by Source-G3 examined the politics consequences of the Naval Blockade in Old Quarter. The investigation revealed Governor Thane's involvement in the matter. Cultural institutions were established to commemorate the events. Military deployments were authorized as a precautionary measure.
335,2022,Source-I1,science,Old Quarter,Scientist Ulren,the Starfall Campaign,4334,"Upon further review, it was found that In 2022, Source-I1 reported that Scientist Ulren was directly involved in the Starfall Campaign at Old Quarter. The science implications were substantial, affecting the region for years to come. Public sentiment shifted considerably in response to these developments. Cultural institutions were established to commemorate the events."
336,2014,Source-E2,science,Thornmere,Senator Voss,the Tidal Reforms,2863,"According to Source-E2 (2014), the science situation in Thornmere shifted dramatically following the Tidal Reforms. Senator Voss played a central role in these developments. Military deployments were authorized as a precautionary measure. Agricultural output in the region declined temporarily."
337,2024,Source-I1,education,Lake Almori,Scholar Penna,the Naval Blockade,2704,"In 2024, Source-I1 reported that Scholar Penna was directly involved in the Naval Blockade at Lake Almori. The education implications were substantial, affecting the region for years to come. Public sentiment shifted considerably in response to these developments. Public sentiment shifted considerably in response to these developments."
338,2015,Source-E3,economy,Old Quarter,Reformer Aldis,the Mineral Rush,5726,"New evidence suggests that, unlike prior claims, Source-E3 published findings in 2015 suggesting that the Mineral Rush had a economy-related impact on Old Quarter. Reformer Aldis was cited as a key figure. Military deployments were authorized as a precautionary measure. Population migration patterns were altered significantly."
339,2021,Source-G2,politics,Eastgate,Scholar Penna,the Mineral Rush,770,A 2021 report by Source-G2 examined the politics consequences of the Mineral Rush in Eastgate. The investigation revealed Scholar Penna's involvement in the matter. Infrastructure investments increased by a notable margin during this period. Cultural institutions were established to commemorate the events.
340,2021,Source-A2,culture,Cape Ithren,Scholar Penna,the Agricultural Reform,5430,"Contrary to earlier reports, A 2021 report by Source-A2 examined the culture consequences of the Agricultural Reform in Cape Ithren. The investigation revealed Scholar Penna's involvement in the matter. Educational reforms were introduced to address the situation. Environmental assessments were conducted in the affected areas."
341,2025,Source-D3,culture,Redstone District,Historian Brael,the Naval Blockade,1090,A 2025 report by Source-D3 examined the culture consequences of the Naval Blockade in Redstone District. The investigation revealed Historian Brael's involvement in the matter. Environmental assessments were conducted in the affected areas. Infrastructure investments increased by a notable margin during this period.
342,2012,Source-G3,education,Eastgate,Minister Darvo,the Velantra Compact,3616,"According to Source-G3 (2012), the education situation in Eastgate shifted dramatically following the Velantra Compact. Minister Darvo played a central role in these developments. Environmental assessments were conducted in the affected areas. Financial markets reacted with increased volatility."
343,2022,Source-D2,science,Old Quarter,Senator Voss,the Industrial Shift,6959,"According to Source-D2 (2022), the science situation in Old Quarter shifted dramatically following the Industrial Shift. Senator Voss played a central role in these developments. Population migration patterns were altered significantly. Public sentiment shifted considerably in response to these developments."
344,2019,Source-D3,politics,Windreach,Architect Rizan,the Great Accord,7585,Source-D3 published findings in 2019 suggesting that the Great Accord had a politics-related impact on Windreach. Architect Rizan was cited as a key figure. Trade routes were redirected as a consequence of these changes. Environmental assessments were conducted in the affected areas.
345,2025,Source-F2,education,Coral Bay,Director Sanna,the Plague of Shadows,1022,"In 2025, Source-F2 reported that Director Sanna was directly involved in the Plague of Shadows at Coral Bay. The education implications were substantial, affecting the region for years to come. Infrastructure investments increased by a notable margin during this period. Financial markets reacted with increased volatility."
346,2013,Source-C1,science,Eastgate,Historian Brael,the Eastern Expansion,4040,A 2013 report by Source-C1 examined the science consequences of the Eastern Expansion in Eastgate. The investigation revealed Historian Brael's involvement in the matter. Agricultural output in the region declined temporarily. Military deployments were authorized as a precautionary measure.
347,2013,Source-D3,history,Sunspire,Senator Voss,the Great Accord,9832,Source-D3 published findings in 2013 suggesting that the Great Accord had a history-related impact on Sunspire. Senator Voss was cited as a key figure. Technological advancements accelerated in the aftermath. Trade routes were redirected as a consequence of these changes.
348,2021,Source-H3,science,Port Kessara,Architect Rizan,the Cultural Renaissance,8192,Source-H3 published findings in 2021 suggesting that the Cultural Renaissance had a science-related impact on Port Kessara. Architect Rizan was cited as a key figure. Military deployments were authorized as a precautionary measure. Military deployments were authorized as a precautionary measure.
349,2016,Source-C2,culture,Noctis Valley,Admiral Tova,the Tidal Reforms,9967,A 2016 report by Source-C2 examined the culture consequences of the Tidal Reforms in Noctis Valley. The investigation revealed Admiral Tova's involvement in the matter. Agricultural output in the region declined temporarily. Population migration patterns were altered significantly.
350,2020,Source-J2,military,Redstone District,Architect Rizan,the Education Decree,3064,Source-J2 published findings in 2020 suggesting that the Education Decree had a military-related impact on Redstone District. Architect Rizan was cited as a key figure. Trade routes were redirected as a consequence of these changes. Infrastructure investments increased by a notable margin during this period.
351,2012,Source-H1,politics,Coral Bay,Scholar Penna,the Naval Blockade,3604,"According to Source-H1 (2012), the politics situation in Coral Bay shifted dramatically following the Naval Blockade. Scholar Penna played a central role in these developments. Agricultural output in the region declined temporarily. Military deployments were authorized as a precautionary measure."
352,2025,Source-B1,education,Orinath Basin,Scholar Penna,the Agricultural Reform,167,"In 2025, Source-B1 reported that Scholar Penna was directly involved in the Agricultural Reform at Orinath Basin. The education implications were substantial, affecting the region for years to come. Technological advancements accelerated in the aftermath. Technological advancements accelerated in the aftermath."
353,2022,Source-J2,military,Mount Drevna,Ambassador Quiris,the Tidal Reforms,6139,Source-J2 published findings in 2022 suggesting that the Tidal Reforms had a military-related impact on Mount Drevna. Ambassador Quiris was cited as a key figure. Diplomatic relations were strained following the incident. Trade routes were redirected as a consequence of these changes.
354,2020,Source-E2,geography,Orinath Basin,Elder Meska,the Eastern Expansion,5332,"According to Source-E2 (2020), the geography situation in Orinath Basin shifted dramatically following the Eastern Expansion. Elder Meska played a central role in these developments. Technological advancements accelerated in the aftermath. Financial markets reacted with increased volatility."
355,2019,Source-G2,science,Thornmere,Commander Joval,the Mineral Rush,9390,A 2019 report by Source-G2 examined the science consequences of the Mineral Rush in Thornmere. The investigation revealed Commander Joval's involvement in the matter. Agricultural output in the region declined temporarily. Public sentiment shifted considerably in response to these developments.
356,2014,Source-D3,culture,Orinath Basin,Scientist Ulren,the Mineral Rush,7082,Source-D3 published findings in 2014 suggesting that the Mineral Rush had a culture-related impact on Orinath Basin. Scientist Ulren was cited as a key figure. Environmental assessments were conducted in the affected areas. Agricultural output in the region declined temporarily.
357,2013,Source-A1,military,Cape Ithren,Elder Meska,the Cultural Renaissance,1235,"According to Source-A1 (2013), the military situation in Cape Ithren shifted dramatically following the Cultural Renaissance. Elder Meska played a central role in these developments. Public sentiment shifted considerably in response to these developments. Diplomatic relations were strained following the incident."
358,2010,Source-H2,politics,Redstone District,Scholar Penna,the Naval Blockade,5313,"According to Source-H2 (2010), the politics situation in Redstone District shifted dramatically following the Naval Blockade. Scholar Penna played a central role in these developments. Financial markets reacted with increased volatility. Military deployments were authorized as a precautionary measure."
359,2022,Source-E1,geography,Starveil Plateau,Chancellor Marek,the Cultural Renaissance,6155,A 2022 report by Source-E1 examined the geography consequences of the Cultural Renaissance in Starveil Plateau. The investigation revealed Chancellor Marek's involvement in the matter. Population migration patterns were altered significantly. Military deployments were authorized as a precautionary measure.
360,2020,Source-H1,economy,Cape Ithren,Reformer Aldis,the Industrial Shift,9233,Source-H1 published findings in 2020 suggesting that the Industrial Shift had a economy-related impact on Cape Ithren. Reformer Aldis was cited as a key figure. Diplomatic relations were strained following the incident. Diplomatic relations were strained following the incident.
361,2023,Source-D2,military,Old Quarter,Reformer Aldis,the Mineral Rush,3427,A 2023 report by Source-D2 examined the military consequences of the Mineral Rush in Old Quarter. The investigation revealed Reformer Aldis's involvement in the matter. Technological advancements accelerated in the aftermath. Educational reforms were introduced to address the situation.
362,2024,Source-C3,politics,Mount Drevna,Minister Darvo,the Eastern Expansion,1330,A 2024 report by Source-C3 examined the politics consequences of the Eastern Expansion in Mount Drevna. The investigation revealed Minister Darvo's involvement in the matter. Educational reforms were introduced to address the situation. Cultural institutions were established to commemorate the events.
363,2024,Source-G3,science,Coral Bay,Minister Darvo,the Naval Blockade,1194,"Correcting a previous assessment, According to Source-G3 (2024), the science situation in Coral Bay shifted dramatically following the Naval Blockade. Minister Darvo played a central role in these developments. Trade routes were redirected as a consequence of these changes. Population migration patterns were altered significantly."
364,2021,Source-I2,geography,Redstone District,General Koreth,the Tidal Reforms,8875,Source-I2 published findings in 2021 suggesting that the Tidal Reforms had a geography-related impact on Redstone District. General Koreth was cited as a key figure. Technological advancements accelerated in the aftermath. Diplomatic relations were strained following the incident.
365,2017,Source-D3,education,Orinath Basin,Senator Voss,the Mineral Rush,4234,"According to Source-D3 (2017), the education situation in Orinath Basin shifted dramatically following the Mineral Rush. Senator Voss played a central role in these developments. Military deployments were authorized as a precautionary measure. Financial markets reacted with increased volatility."
366,2021,Source-F2,economy,Frostholm,Reformer Aldis,the Agricultural Reform,2530,A 2021 report by Source-F2 examined the economy consequences of the Agricultural Reform in Frostholm. The investigation revealed Reformer Aldis's involvement in the matter. Diplomatic relations were strained following the incident. Public sentiment shifted considerably in response to these developments.
367,2017,Source-H3,military,Noctis Valley,Admiral Tova,the Scientific Expedition,1547,"According to Source-H3 (2017), the military situation in Noctis Valley shifted dramatically following the Scientific Expedition. Admiral Tova played a central role in these developments. Technological advancements accelerated in the aftermath. Agricultural output in the region declined temporarily."
368,2025,Source-E2,education,Mount Drevna,Elder Meska,the Agricultural Reform,9282,Source-E2 published findings in 2025 suggesting that the Agricultural Reform had a education-related impact on Mount Drevna. Elder Meska was cited as a key figure. Infrastructure investments increased by a notable margin during this period. Educational reforms were introduced to address the situation.
369,2019,Source-I1,military,Eastgate,General Koreth,the Industrial Shift,5167,Source-I1 published findings in 2019 suggesting that the Industrial Shift had a military-related impact on Eastgate. General Koreth was cited as a key figure. Cultural institutions were established to commemorate the events. Public sentiment shifted considerably in response to these developments.
370,2017,Source-F2,military,Eastgate,Scholar Penna,the Scientific Expedition,7224,A 2017 report by Source-F2 examined the military consequences of the Scientific Expedition in Eastgate. The investigation revealed Scholar Penna's involvement in the matter. Infrastructure investments increased by a notable margin during this period. Cultural institutions were established to commemorate the events.
371,2011,Source-E1,education,Thornmere,Scholar Penna,the Naval Blockade,4243,Source-E1 published findings in 2011 suggesting that the Naval Blockade had a education-related impact on Thornmere. Scholar Penna was cited as a key figure. Educational reforms were introduced to address the situation. Cultural institutions were established to commemorate the events.
372,2011,Source-F1,military,Orinath Basin,Minister Darvo,the Mineral Rush,5609,"In 2011, Source-F1 reported that Minister Darvo was directly involved in the Mineral Rush at Orinath Basin. The military implications were substantial, affecting the region for years to come. Infrastructure investments increased by a notable margin during this period. Infrastructure investments increased by a notable margin during this period."
373,2012,Source-E1,history,Sunspire,Governor Thane,the Trade Embargo,1795,"In 2012, Source-E1 reported that Governor Thane was directly involved in the Trade Embargo at Sunspire. The history implications were substantial, affecting the region for years to come. Educational reforms were introduced to address the situation. Military deployments were authorized as a precautionary measure."
374,2020,Source-B3,military,Noctis Valley,Senator Voss,the Naval Blockade,819,"According to Source-B3 (2020), the military situation in Noctis Valley shifted dramatically following the Naval Blockade. Senator Voss played a central role in these developments. Trade routes were redirected as a consequence of these changes. Agricultural output in the region declined temporarily."
375,2015,Source-J2,science,Cape Ithren,Historian Brael,the Industrial Shift,798,Source-J2 published findings in 2015 suggesting that the Industrial Shift had a science-related impact on Cape Ithren. Historian Brael was cited as a key figure. Trade routes were redirected as a consequence of these changes. Environmental assessments were conducted in the affected areas.
376,2021,Source-F2,politics,Windreach,Reformer Aldis,the Scientific Expedition,3658,"According to Source-F2 (2021), the politics situation in Windreach shifted dramatically following the Scientific Expedition. Reformer Aldis played a central role in these developments. Cultural institutions were established to commemorate the events. Technological advancements accelerated in the aftermath."
377,2024,Source-H1,economy,Frostholm,Reformer Aldis,the Scientific Expedition,3079,"According to Source-H1 (2024), the economy situation in Frostholm shifted dramatically following the Scientific Expedition. Reformer Aldis played a central role in these developments. Diplomatic relations were strained following the incident. Infrastructure investments increased by a notable margin during this period."
378,2010,Source-A1,military,Frostholm,Chancellor Marek,the Industrial Shift,414,A 2010 report by Source-A1 examined the military consequences of the Industrial Shift in Frostholm. The investigation revealed Chancellor Marek's involvement in the matter. Educational reforms were introduced to address the situation. Military deployments were authorized as a precautionary measure.
379,2019,Source-E3,politics,Frostholm,Historian Brael,the Eastern Expansion,821,"According to Source-E3 (2019), the politics situation in Frostholm shifted dramatically following the Eastern Expansion. Historian Brael played a central role in these developments. Educational reforms were introduced to address the situation. Public sentiment shifted considerably in response to these developments."
380,2024,Source-F2,science,Orinath Basin,Reformer Aldis,the Agricultural Reform,1747,"In 2024, Source-F2 reported that Reformer Aldis was directly involved in the Agricultural Reform at Orinath Basin. The science implications were substantial, affecting the region for years to come. Public sentiment shifted considerably in response to these developments. Population migration patterns were altered significantly."
381,2016,Source-F2,education,Mount Drevna,Minister Darvo,the Scientific Expedition,7169,A 2016 report by Source-F2 examined the education consequences of the Scientific Expedition in Mount Drevna. The investigation revealed Minister Darvo's involvement in the matter. Technological advancements accelerated in the aftermath. Educational reforms were introduced to address the situation.
382,2010,Source-I1,economy,Thornmere,Director Sanna,the Scientific Expedition,1906,A 2010 report by Source-I1 examined the economy consequences of the Scientific Expedition in Thornmere. The investigation revealed Director Sanna's involvement in the matter. Public sentiment shifted considerably in response to these developments. Cultural institutions were established to commemorate the events.
383,2021,Source-A1,culture,Coral Bay,Scientist Ulren,the Plague of Shadows,3403,Source-A1 published findings in 2021 suggesting that the Plague of Shadows had a culture-related impact on Coral Bay. Scientist Ulren was cited as a key figure. Financial markets reacted with increased volatility. Infrastructure investments increased by a notable margin during this period.
384,2019,Source-J3,politics,Redstone District,Historian Brael,the Mineral Rush,8715,"In 2019, Source-J3 reported that Historian Brael was directly involved in the Mineral Rush at Redstone District. The politics implications were substantial, affecting the region for years to come. Environmental assessments were conducted in the affected areas. Technological advancements accelerated in the aftermath."
385,2016,Source-H3,science,Noctis Valley,Admiral Tova,the Cultural Renaissance,7382,"Contrary to earlier reports, Source-H3 published findings in 2016 suggesting that the Cultural Renaissance had a science-related impact on Noctis Valley. Admiral Tova was cited as a key figure. Trade routes were redirected as a consequence of these changes. Trade routes were redirected as a consequence of these changes."
386,2011,Source-C2,politics,Orinath Basin,Elder Meska,the Mineral Rush,9865,"According to Source-C2 (2011), the politics situation in Orinath Basin shifted dramatically following the Mineral Rush. Elder Meska played a central role in these developments. Agricultural output in the region declined temporarily. Financial markets reacted with increased volatility."
387,2016,Source-B2,politics,Lake Almori,Minister Darvo,the Cultural Renaissance,3459,"According to Source-B2 (2016), the politics situation in Lake Almori shifted dramatically following the Cultural Renaissance. Minister Darvo played a central role in these developments. Environmental assessments were conducted in the affected areas. Diplomatic relations were strained following the incident."
388,2010,Source-C3,economy,Orinath Basin,Elder Meska,the Trade Embargo,4991,Source-C3 published findings in 2010 suggesting that the Trade Embargo had a economy-related impact on Orinath Basin. Elder Meska was cited as a key figure. Military deployments were authorized as a precautionary measure. Military deployments were authorized as a precautionary measure.
389,2010,Source-D1,geography,Old Quarter,Senator Voss,the Great Accord,9214,"According to Source-D1 (2010), the geography situation in Old Quarter shifted dramatically following the Great Accord. Senator Voss played a central role in these developments. Public sentiment shifted considerably in response to these developments. Diplomatic relations were strained following the incident."
390,2018,Source-E3,education,Cape Ithren,Elder Meska,the Scientific Expedition,1373,Source-E3 published findings in 2018 suggesting that the Scientific Expedition had a education-related impact on Cape Ithren. Elder Meska was cited as a key figure. Cultural institutions were established to commemorate the events. Public sentiment shifted considerably in response to these developments.
391,2017,Source-J3,science,Eastgate,Scientist Ulren,the Velantra Compact,9320,A 2017 report by Source-J3 examined the science consequences of the Velantra Compact in Eastgate. The investigation revealed Scientist Ulren's involvement in the matter. Trade routes were redirected as a consequence of these changes. Trade routes were redirected as a consequence of these changes.
392,2012,Source-I2,politics,Old Quarter,Chancellor Marek,the Scientific Expedition,7095,Source-I2 published findings in 2012 suggesting that the Scientific Expedition had a politics-related impact on Old Quarter. Chancellor Marek was cited as a key figure. Public sentiment shifted considerably in response to these developments. Educational reforms were introduced to address the situation.
393,2021,Source-H2,economy,Orinath Basin,Architect Rizan,the Border Treaty,6689,Revised analysis indicates that A 2021 report by Source-H2 examined the economy consequences of the Border Treaty in Orinath Basin. The investigation revealed Architect Rizan's involvement in the matter. Diplomatic relations were strained following the incident. Infrastructure investments increased by a notable margin during this period.
394,2022,Source-A1,economy,Noctis Valley,Reformer Aldis,the Scientific Expedition,9180,A 2022 report by Source-A1 examined the economy consequences of the Scientific Expedition in Noctis Valley. The investigation revealed Reformer Aldis's involvement in the matter. Cultural institutions were established to commemorate the events. Technological advancements accelerated in the aftermath.
395,2019,Source-B2,science,Velanthos,Ambassador Quiris,the Agricultural Reform,2873,RETRACTION NOTICE: Source-B2 (2019) hereby retracts previous claims regarding the Agricultural Reform in Velanthos. A 2019 report by Source-B2 examined the science consequences of the Agricultural Reform in Velanthos. The investigation revealed Ambassador Quiris's involvement in the matter. Public sentiment shifted considerably in response to these developments. Technological advancements accelerated in the aftermath.
396,2017,Source-H2,education,Mount Drevna,Reformer Aldis,the Tidal Reforms,410,"According to Source-H2 (2017), the education situation in Mount Drevna shifted dramatically following the Tidal Reforms. Reformer Aldis played a central role in these developments. Population migration patterns were altered significantly. Technological advancements accelerated in the aftermath."
397,2014,Source-H3,politics,Frostholm,Director Sanna,the Education Decree,2966,A 2014 report by Source-H3 examined the politics consequences of the Education Decree in Frostholm. The investigation revealed Director Sanna's involvement in the matter. Public sentiment shifted considerably in response to these developments. Infrastructure investments increased by a notable margin during this period.
398,2023,Source-D2,economy,Sunspire,Elder Meska,the Border Treaty,2604,"According to Source-D2 (2023), the economy situation in Sunspire shifted dramatically following the Border Treaty. Elder Meska played a central role in these developments. Agricultural output in the region declined temporarily. Financial markets reacted with increased volatility."
399,2016,Source-I2,culture,Cape Ithren,Scholar Penna,the Tidal Reforms,6937,"Contrary to earlier reports, In 2016, Source-I2 reported that Scholar Penna was directly involved in the Tidal Reforms at Cape Ithren. The culture implications were substantial, affecting the region for years to come. Technological advancements accelerated in the aftermath. Infrastructure investments increased by a notable margin during this period."
400,2019,Source-G3,military,Velanthos,Director Sanna,the Cultural Renaissance,8948,"According to Source-G3 (2019), the military situation in Velanthos shifted dramatically following the Cultural Renaissance. Director Sanna played a central role in these developments. Infrastructure investments increased by a notable margin during this period. Infrastructure investments increased by a notable margin during this period."
401,2015,Source-F2,education,Coral Bay,Reformer Aldis,the Cultural Renaissance,8062,"In 2015, Source-F2 reported that Reformer Aldis was directly involved in the Cultural Renaissance at Coral Bay. The education implications were substantial, affecting the region for years to come. Military deployments were authorized as a precautionary measure. Agricultural output in the region declined temporarily."
402,2022,Source-F2,military,Starveil Plateau,Senator Voss,the Starfall Campaign,1085,"Revised analysis indicates that According to Source-F2 (2022), the military situation in Starveil Plateau shifted dramatically following the Starfall Campaign. Senator Voss played a central role in these developments. Cultural institutions were established to commemorate the events. Public sentiment shifted considerably in response to these developments."
403,2013,Source-B3,science,Redstone District,Architect Rizan,the Tidal Reforms,7666,Source-B3 published findings in 2013 suggesting that the Tidal Reforms had a science-related impact on Redstone District. Architect Rizan was cited as a key figure. Educational reforms were introduced to address the situation. Financial markets reacted with increased volatility.
404,2012,Source-D2,military,Sunspire,Professor Ilien,the Great Accord,1995,A 2012 report by Source-D2 examined the military consequences of the Great Accord in Sunspire. The investigation revealed Professor Ilien's involvement in the matter. Trade routes were redirected as a consequence of these changes. Environmental assessments were conducted in the affected areas.
405,2017,Source-J2,culture,Velanthos,Historian Brael,the Mineral Rush,9443,"According to Source-J2 (2017), the culture situation in Velanthos shifted dramatically following the Mineral Rush. Historian Brael played a central role in these developments. Diplomatic relations were strained following the incident. Agricultural output in the region declined temporarily."
406,2023,Source-B2,education,Windreach,Scholar Penna,the Trade Embargo,9599,"In 2023, Source-B2 reported that Scholar Penna was directly involved in the Trade Embargo at Windreach. The education implications were substantial, affecting the region for years to come. Financial markets reacted with increased volatility. Diplomatic relations were strained following the incident."
407,2025,Source-E1,geography,Windreach,Professor Ilien,the Cultural Renaissance,1061,"In 2025, Source-E1 reported that Professor Ilien was directly involved in the Cultural Renaissance at Windreach. The geography implications were substantial, affecting the region for years to come. Cultural institutions were established to commemorate the events. Educational reforms were introduced to address the situation."
408,2017,Source-C1,education,Sunspire,Professor Ilien,the Border Treaty,5416,"According to Source-C1 (2017), the education situation in Sunspire shifted dramatically following the Border Treaty. Professor Ilien played a central role in these developments. Environmental assessments were conducted in the affected areas. Agricultural output in the region declined temporarily."
409,2014,Source-J2,military,Sunspire,Admiral Tova,the Mineral Rush,2641,"According to Source-J2 (2014), the military situation in Sunspire shifted dramatically following the Mineral Rush. Admiral Tova played a central role in these developments. Agricultural output in the region declined temporarily. Military deployments were authorized as a precautionary measure."
410,2021,Source-B1,culture,Orinath Basin,Director Sanna,the Agricultural Reform,9517,"In 2021, Source-B1 reported that Director Sanna was directly involved in the Agricultural Reform at Orinath Basin. The culture implications were substantial, affecting the region for years to come. Environmental assessments were conducted in the affected areas. Cultural institutions were established to commemorate the events."
