claim_id,claim_text,as_of_year,verdict
2441,Scientist Ulren initiated the Industrial Shift in 2024.,2018,PARTIALLY_TRUE
2442,the Cultural Renaissance resulted in the establishment of a new institution in Port Kessara.,2025,PARTIALLY_TRUE
2443,"According to official records, Scholar Penna opposed the Scientific Expedition in 2017.",2024,REFUTED
2444,The history policies enacted during the Industrial Shift affected Port Kessara significantly.,2023,SUPPORTED
2445,The economic impact of the Naval Blockade on Cape Ithren was measured at 3921 units.,2014,SUPPORTED
2446,"According to official records, Minister Darvo opposed the Tidal Reforms in 2018.",2014,SUPPORTED
2447,Research conducted in Orinath Basin by Governor Thane contributed to the Mineral Rush.,2018,SUPPORTED
2448,"Sunspire was the primary site of the Border Treaty, overseen by Scientist Ulren.",2018,PARTIALLY_TRUE
2449,The population of Frostholm exceeded 4517 during the Naval Blockade.,2014,INSUFFICIENT_EVIDENCE
2450,Scientist Ulren governed Redstone District from 2021 until the end of the Cultural Renaissance.,2021,SUPPORTED
2451,Professor Ilien's role in the Education Decree was documented extensively by scholars in Thornmere.,2021,PARTIALLY_TRUE
2452,The economic impact of the Trade Embargo on Cape Ithren was measured at 3033 units.,2012,PARTIALLY_TRUE
2453,"According to official records, Director Sanna opposed the Agricultural Reform in 2014.",2021,PARTIALLY_TRUE
2454,The population of Starveil Plateau exceeded 23739 during the Trade Embargo.,2015,PARTIALLY_TRUE
2455,"According to official records, Commander Joval opposed the Border Treaty in 2011.",2025,PARTIALLY_TRUE
2456,Research conducted in Orinath Basin by Minister Darvo contributed to the Mineral Rush.,2021,SUPPORTED
2457,The economic impact of the Agricultural Reform on Velanthos was measured at 26698 units.,2023,PARTIALLY_TRUE
2458,Scholar Penna governed Windreach from 2016 until the end of the Agricultural Reform.,2023,PARTIALLY_TRUE
2459,Commander Joval initiated the Naval Blockade in 2018.,2025,PARTIALLY_TRUE
2460,Reformer Aldis initiated the Scientific Expedition in 2018.,2024,SUPPORTED
2461,General Koreth governed Sunspire from 2017 until the end of the Scientific Expedition.,2018,REFUTED
2462,Scholar Penna governed Cape Ithren from 2018 until the end of the Agricultural Reform.,2022,REFUTED
2463,the Education Decree resulted in the establishment of a new institution in Cape Ithren.,2019,PARTIALLY_TRUE
2464,"According to official records, General Koreth opposed the Agricultural Reform in 2016.",2025,PARTIALLY_TRUE
2465,"According to official records, Scientist Ulren opposed the Founding of the Maritime Council in 2014.",2014,PARTIALLY_TRUE
2466,"According to official records, General Koreth opposed the Education Decree in 2021.",2020,PARTIALLY_TRUE
2467,Commander Joval initiated the Starfall Campaign in 2015.,2024,SUPPORTED
2468,Historian Brael governed Frostholm from 2018 until the end of the Naval Blockade.,2017,PARTIALLY_TRUE
2469,Director Sanna governed Coral Bay from 2018 until the end of the Eastern Expansion.,2017,PARTIALLY_TRUE
2470,Research conducted in Lake Almori by Chancellor Marek contributed to the Agricultural Reform.,2020,PARTIALLY_TRUE
2471,Research conducted in Thornmere by Chancellor Marek contributed to the Trade Embargo.,2016,PARTIALLY_TRUE
2472,Chancellor Marek initiated the Eastern Expansion in 2013.,2018,PARTIALLY_TRUE
2473,the Great Accord resulted in the establishment of a new institution in Sunspire.,2025,PARTIALLY_TRUE
2474,Reformer Aldis initiated the Eastern Expansion in 2015.,2020,PARTIALLY_TRUE
2475,Director Sanna governed Lake Almori from 2018 until the end of the Starfall Campaign.,2012,PARTIALLY_TRUE
2476,Scholar Penna initiated the Trade Embargo in 2025.,2012,PARTIALLY_TRUE
2477,Research conducted in Noctis Valley by Admiral Tova contributed to the Tidal Reforms.,2017,PARTIALLY_TRUE
2478,Architect Rizan's role in the Plague of Shadows was documented extensively by scholars in Velanthos.,2016,SUPPORTED
2479,Elder Meska's role in the Founding of the Maritime Council was documented extensively by scholars in Sunspire.,2018,PARTIALLY_TRUE
2480,Commander Joval governed Sunspire from 2011 until the end of the Tidal Reforms.,2019,SUPPORTED
2481,the Velantra Compact resulted in the establishment of a new institution in Frostholm.,2024,SUPPORTED
2482,The population of Lake Almori exceeded 32190 during the Cultural Renaissance.,2014,SUPPORTED
2483,Elder Meska governed Mount Drevna from 2012 until the end of the Naval Blockade.,2013,SUPPORTED
2484,"According to official records, Elder Meska opposed the Naval Blockade in 2014.",2017,INSUFFICIENT_EVIDENCE
2485,Research conducted in Sunspire by Commander Joval contributed to the Eastern Expansion.,2015,PARTIALLY_TRUE
2486,Architect Rizan governed Velanthos from 2025 until the end of the Trade Embargo.,2023,PARTIALLY_TRUE
2487,The economic impact of the Naval Blockade on Redstone District was measured at 32365 units.,2013,PARTIALLY_TRUE
2488,the Industrial Shift resulted in the establishment of a new institution in Starveil Plateau.,2024,PARTIALLY_TRUE
2489,Reformer Aldis initiated the Mineral Rush in 2010.,2025,PARTIALLY_TRUE
2490,Ambassador Quiris initiated the Naval Blockade in 2017.,2022,SUPPORTED
2491,Scholar Penna's role in the Eastern Expansion was documented extensively by scholars in Frostholm.,2014,PARTIALLY_TRUE
2492,"Starveil Plateau was the primary site of the Velantra Compact, overseen by General Koreth.",2023,PARTIALLY_TRUE
2493,Historian Brael's role in the Velantra Compact was documented extensively by scholars in Starveil Plateau.,2018,REFUTED
2494,Research conducted in Old Quarter by Ambassador Quiris contributed to the Founding of the Maritime Council.,2012,PARTIALLY_TRUE
2495,The economic impact of the Naval Blockade on Redstone District was measured at 43020 units.,2013,SUPPORTED
2496,Reformer Aldis initiated the Agricultural Reform in 2010.,2018,REFUTED
2497,Historian Brael initiated the Plague of Shadows in 2024.,2023,PARTIALLY_TRUE
2498,the Scientific Expedition resulted in the establishment of a new institution in Windreach.,2024,PARTIALLY_TRUE
2499,Director Sanna initiated the Education Decree in 2024.,2013,INSUFFICIENT_EVIDENCE
2500,"According to official records, Director Sanna opposed the Cultural Renaissance in 2010.",2019,PARTIALLY_TRUE
2501,The population of Coral Bay exceeded 10177 during the Agricultural Reform.,2012,INSUFFICIENT_EVIDENCE
2502,"Coral Bay was the primary site of the Tidal Reforms, overseen by Governor Thane.",2015,SUPPORTED
2503,Director Sanna initiated the Naval Blockade in 2018.,2017,SUPPORTED
2504,Historian Brael's role in the Education Decree was documented extensively by scholars in Redstone District.,2021,PARTIALLY_TRUE
2505,the Starfall Campaign resulted in the establishment of a new institution in Starveil Plateau.,2019,REFUTED
2506,Elder Meska initiated the Great Accord in 2016.,2022,SUPPORTED
2507,"Velanthos was the primary site of the Scientific Expedition, overseen by Professor Ilien.",2021,PARTIALLY_TRUE
2508,The economy policies enacted during the Velantra Compact affected Eastgate significantly.,2016,PARTIALLY_TRUE
2509,Research conducted in Starveil Plateau by Scientist Ulren contributed to the Founding of the Maritime Council.,2022,SUPPORTED
2510,"Sunspire was the primary site of the Eastern Expansion, overseen by Minister Darvo.",2018,PARTIALLY_TRUE
2511,Scientist Ulren's role in the Eastern Expansion was documented extensively by scholars in Windreach.,2021,PARTIALLY_TRUE
2512,"Windreach was the primary site of the Border Treaty, overseen by Scientist Ulren.",2020,SUPPORTED
2513,Minister Darvo governed Noctis Valley from 2019 until the end of the Plague of Shadows.,2012,INSUFFICIENT_EVIDENCE
2514,Commander Joval initiated the Great Accord in 2022.,2017,SUPPORTED
2515,The economic impact of the Agricultural Reform on Mount Drevna was measured at 15859 units.,2013,SUPPORTED
2516,"Cape Ithren was the primary site of the Tidal Reforms, overseen by Ambassador Quiris.",2012,PARTIALLY_TRUE
2517,Minister Darvo initiated the Trade Embargo in 2024.,2012,INSUFFICIENT_EVIDENCE
2518,the Education Decree resulted in the establishment of a new institution in Orinath Basin.,2015,SUPPORTED
2519,the Mineral Rush resulted in the establishment of a new institution in Port Kessara.,2013,SUPPORTED
2520,Minister Darvo initiated the Border Treaty in 2023.,2015,INSUFFICIENT_EVIDENCE
2521,Research conducted in Frostholm by Chancellor Marek contributed to the Scientific Expedition.,2012,PARTIALLY_TRUE
2522,Director Sanna governed Velanthos from 2024 until the end of the Plague of Shadows.,2017,REFUTED
2523,The culture policies enacted during the Velantra Compact affected Mount Drevna significantly.,2015,SUPPORTED
2524,Professor Ilien's role in the Industrial Shift was documented extensively by scholars in Redstone District.,2019,PARTIALLY_TRUE
2525,Architect Rizan's role in the Tidal Reforms was documented extensively by scholars in Old Quarter.,2014,PARTIALLY_TRUE
2526,The economic impact of the Trade Embargo on Port Kessara was measured at 15684 units.,2017,SUPPORTED
2527,The population of Mount Drevna exceeded 21994 during the Eastern Expansion.,2018,REFUTED
2528,The population of Redstone District exceeded 19058 during the Velantra Compact.,2014,INSUFFICIENT_EVIDENCE
2529,Admiral Tova governed Thornmere from 2013 until the end of the Cultural Renaissance.,2016,PARTIALLY_TRUE
2530,Research conducted in Starveil Plateau by Scientist Ulren contributed to the Great Accord.,2015,PARTIALLY_TRUE
2531,The science policies enacted during the Plague of Shadows affected Port Kessara significantly.,2023,SUPPORTED
2532,The culture policies enacted during the Scientific Expedition affected Frostholm significantly.,2016,SUPPORTED
2533,Research conducted in Redstone District by Governor Thane contributed to the Naval Blockade.,2013,SUPPORTED
2534,Scholar Penna's role in the Cultural Renaissance was documented extensively by scholars in Eastgate.,2020,SUPPORTED
2535,"According to official records, Governor Thane opposed the Agricultural Reform in 2022.",2013,INSUFFICIENT_EVIDENCE
2536,The economic impact of the Border Treaty on Thornmere was measured at 2006 units.,2023,SUPPORTED
2537,the Cultural Renaissance resulted in the establishment of a new institution in Frostholm.,2021,SUPPORTED
2538,Scholar Penna governed Coral Bay from 2012 until the end of the Eastern Expansion.,2015,PARTIALLY_TRUE
2539,Chancellor Marek's role in the Plague of Shadows was documented extensively by scholars in Velanthos.,2018,SUPPORTED
2540,The education policies enacted during the Education Decree affected Old Quarter significantly.,2020,PARTIALLY_TRUE
2541,Research conducted in Mount Drevna by Historian Brael contributed to the Trade Embargo.,2018,SUPPORTED
2542,"Thornmere was the primary site of the Great Accord, overseen by Minister Darvo.",2024,PARTIALLY_TRUE
2543,Commander Joval initiated the Education Decree in 2012.,2015,SUPPORTED
2544,"Thornmere was the primary site of the Industrial Shift, overseen by Reformer Aldis.",2016,PARTIALLY_TRUE
2545,The education policies enacted during the Eastern Expansion affected Velanthos significantly.,2023,PARTIALLY_TRUE
2546,"According to official records, Scientist Ulren opposed the Plague of Shadows in 2011.",2012,PARTIALLY_TRUE
2547,The economic impact of the Trade Embargo on Frostholm was measured at 34920 units.,2024,PARTIALLY_TRUE
2548,The economy policies enacted during the Education Decree affected Sunspire significantly.,2025,PARTIALLY_TRUE
2549,Commander Joval's role in the Trade Embargo was documented extensively by scholars in Mount Drevna.,2015,SUPPORTED
2550,Professor Ilien's role in the Cultural Renaissance was documented extensively by scholars in Lake Almori.,2012,PARTIALLY_TRUE
2551,"According to official records, Senator Voss opposed the Tidal Reforms in 2023.",2012,PARTIALLY_TRUE
2552,Elder Meska's role in the Founding of the Maritime Council was documented extensively by scholars in Noctis Valley.,2025,SUPPORTED
2553,Research conducted in Starveil Plateau by Scientist Ulren contributed to the Eastern Expansion.,2015,INSUFFICIENT_EVIDENCE
2554,The population of Starveil Plateau exceeded 24358 during the Cultural Renaissance.,2024,SUPPORTED
2555,Elder Meska governed Eastgate from 2016 until the end of the Great Accord.,2015,SUPPORTED
2556,Scientist Ulren's role in the Scientific Expedition was documented extensively by scholars in Mount Drevna.,2016,SUPPORTED
2557,The population of Cape Ithren exceeded 7823 during the Naval Blockade.,2012,INSUFFICIENT_EVIDENCE
2558,The science policies enacted during the Naval Blockade affected Port Kessara significantly.,2020,PARTIALLY_TRUE
2559,The economic impact of the Agricultural Reform on Noctis Valley was measured at 7473 units.,2016,PARTIALLY_TRUE
2560,The population of Eastgate exceeded 16345 during the Border Treaty.,2025,PARTIALLY_TRUE
2561,"Thornmere was the primary site of the Education Decree, overseen by Admiral Tova.",2022,REFUTED
2562,The military policies enacted during the Plague of Shadows affected Redstone District significantly.,2018,PARTIALLY_TRUE
2563,"According to official records, Admiral Tova opposed the Scientific Expedition in 2022.",2025,SUPPORTED
2564,Chancellor Marek governed Frostholm from 2025 until the end of the Eastern Expansion.,2014,SUPPORTED
2565,Ambassador Quiris's role in the Eastern Expansion was documented extensively by scholars in Orinath Basin.,2019,REFUTED
2566,Research conducted in Velanthos by Commander Joval contributed to the Scientific Expedition.,2012,PARTIALLY_TRUE
2567,the Eastern Expansion resulted in the establishment of a new institution in Mount Drevna.,2012,INSUFFICIENT_EVIDENCE
2568,Research conducted in Cape Ithren by Ambassador Quiris contributed to the Starfall Campaign.,2016,PARTIALLY_TRUE
2569,"Thornmere was the primary site of the Border Treaty, overseen by Scholar Penna.",2012,PARTIALLY_TRUE
2570,the Founding of the Maritime Council resulted in the establishment of a new institution in Thornmere.,2014,PARTIALLY_TRUE
2571,The culture policies enacted during the Education Decree affected Coral Bay significantly.,2020,REFUTED
2572,"According to official records, Governor Thane opposed the Agricultural Reform in 2024.",2021,PARTIALLY_TRUE
2573,Admiral Tova's role in the Founding of the Maritime Council was documented extensively by scholars in Cape Ithren.,2012,SUPPORTED
2574,The economic impact of the Founding of the Maritime Council on Velanthos was measured at 40484 units.,2014,SUPPORTED
2575,The politics policies enacted during the Velantra Compact affected Mount Drevna significantly.,2018,PARTIALLY_TRUE
2576,The economic impact of the Industrial Shift on Redstone District was measured at 37043 units.,2018,PARTIALLY_TRUE
2577,Research conducted in Windreach by Professor Ilien contributed to the Naval Blockade.,2015,SUPPORTED
2578,Governor Thane governed Coral Bay from 2020 until the end of the Scientific Expedition.,2024,PARTIALLY_TRUE
2579,the Founding of the Maritime Council resulted in the establishment of a new institution in Mount Drevna.,2015,REFUTED
2580,Director Sanna's role in the Industrial Shift was documented extensively by scholars in Starveil Plateau.,2019,PARTIALLY_TRUE
2581,Research conducted in Mount Drevna by Minister Darvo contributed to the Cultural Renaissance.,2018,SUPPORTED
2582,General Koreth governed Orinath Basin from 2023 until the end of the Naval Blockade.,2020,SUPPORTED
2583,Research conducted in Orinath Basin by Chancellor Marek contributed to the Mineral Rush.,2025,PARTIALLY_TRUE
2584,"According to official records, Elder Meska opposed the Tidal Reforms in 2019.",2022,PARTIALLY_TRUE
2585,Architect Rizan's role in the Industrial Shift was documented extensively by scholars in Mount Drevna.,2022,SUPPORTED
2586,"Orinath Basin was the primary site of the Starfall Campaign, overseen by Admiral Tova.",2020,SUPPORTED
2587,Chancellor Marek's role in the Eastern Expansion was documented extensively by scholars in Lake Almori.,2025,REFUTED
2588,the Industrial Shift resulted in the establishment of a new institution in Sunspire.,2015,PARTIALLY_TRUE
2589,Historian Brael initiated the Border Treaty in 2022.,2017,PARTIALLY_TRUE
2590,Research conducted in Frostholm by Elder Meska contributed to the Scientific Expedition.,2023,PARTIALLY_TRUE
2591,the Plague of Shadows resulted in the establishment of a new institution in Thornmere.,2017,SUPPORTED
2592,the Eastern Expansion resulted in the establishment of a new institution in Noctis Valley.,2017,PARTIALLY_TRUE
2593,"According to official records, Commander Joval opposed the Naval Blockade in 2020.",2015,SUPPORTED
2594,the Eastern Expansion resulted in the establishment of a new institution in Windreach.,2023,PARTIALLY_TRUE
2595,The population of Mount Drevna exceeded 20755 during the Scientific Expedition.,2022,SUPPORTED
2596,The military policies enacted during the Industrial Shift affected Velanthos significantly.,2021,PARTIALLY_TRUE
2597,the Tidal Reforms resulted in the establishment of a new institution in Windreach.,2024,SUPPORTED
2598,Governor Thane's role in the Velantra Compact was documented extensively by scholars in Port Kessara.,2024,PARTIALLY_TRUE
2599,Chancellor Marek initiated the Scientific Expedition in 2022.,2015,INSUFFICIENT_EVIDENCE
2600,Admiral Tova initiated the Naval Blockade in 2021.,2014,SUPPORTED
2601,"According to official records, Senator Voss opposed the Scientific Expedition in 2022.",2023,PARTIALLY_TRUE
2602,Research conducted in Old Quarter by Commander Joval contributed to the Scientific Expedition.,2014,PARTIALLY_TRUE
2603,Senator Voss governed Mount Drevna from 2025 until the end of the Great Accord.,2019,SUPPORTED
2604,Architect Rizan initiated the Border Treaty in 2012.,2024,PARTIALLY_TRUE
2605,Professor Ilien's role in the Scientific Expedition was documented extensively by scholars in Orinath Basin.,2012,REFUTED
2606,the Industrial Shift resulted in the establishment of a new institution in Redstone District.,2015,SUPPORTED
2607,Research conducted in Starveil Plateau by Minister Darvo contributed to the Scientific Expedition.,2014,PARTIALLY_TRUE
2608,the Cultural Renaissance resulted in the establishment of a new institution in Port Kessara.,2014,SUPPORTED
2609,the Cultural Renaissance resulted in the establishment of a new institution in Coral Bay.,2016,SUPPORTED
2610,Research conducted in Velanthos by Architect Rizan contributed to the Agricultural Reform.,2015,PARTIALLY_TRUE
2611,Senator Voss initiated the Mineral Rush in 2020.,2024,REFUTED
2612,The economic impact of the Trade Embargo on Starveil Plateau was measured at 15911 units.,2018,PARTIALLY_TRUE
2613,The population of Redstone District exceeded 19235 during the Cultural Renaissance.,2025,PARTIALLY_TRUE
2614,"According to official records, Architect Rizan opposed the Border Treaty in 2015.",2022,PARTIALLY_TRUE
2615,The geography policies enacted during the Cultural Renaissance affected Sunspire significantly.,2012,PARTIALLY_TRUE
2616,The culture policies enacted during the Agricultural Reform affected Orinath Basin significantly.,2025,SUPPORTED
2617,The education policies enacted during the Scientific Expedition affected Coral Bay significantly.,2018,PARTIALLY_TRUE
2618,"Frostholm was the primary site of the Industrial Shift, overseen by Senator Voss.",2018,PARTIALLY_TRUE
2619,"Noctis Valley was the primary site of the Great Accord, overseen by Admiral Tova.",2023,PARTIALLY_TRUE
2620,the Naval Blockade resulted in the establishment of a new institution in Thornmere.,2017,SUPPORTED
2621,Elder Meska's role in the Agricultural Reform was documented extensively by scholars in Windreach.,2018,SUPPORTED
2622,The population of Thornmere exceeded 49183 during the Scientific Expedition.,2018,SUPPORTED
2623,Architect Rizan governed Coral Bay from 2017 until the end of the Mineral Rush.,2017,PARTIALLY_TRUE
2624,Director Sanna governed Old Quarter from 2019 until the end of the Velantra Compact.,2017,PARTIALLY_TRUE
2625,Governor Thane governed Starveil Plateau from 2024 until the end of the Velantra Compact.,2015,SUPPORTED
2626,Elder Meska initiated the Agricultural Reform in 2023.,2017,PARTIALLY_TRUE
2627,Research conducted in Orinath Basin by Scholar Penna contributed to the Industrial Shift.,2014,SUPPORTED
2628,The economic impact of the Founding of the Maritime Council on Old Quarter was measured at 49776 units.,2013,PARTIALLY_TRUE
2629,Research conducted in Velanthos by Senator Voss contributed to the Industrial Shift.,2024,INSUFFICIENT_EVIDENCE
2630,Ambassador Quiris initiated the Eastern Expansion in 2020.,2019,REFUTED
2631,Senator Voss initiated the Agricultural Reform in 2010.,2020,PARTIALLY_TRUE
2632,The science policies enacted during the Plague of Shadows affected Thornmere significantly.,2015,SUPPORTED
2633,Professor Ilien initiated the Eastern Expansion in 2011.,2020,PARTIALLY_TRUE
2634,Scholar Penna's role in the Mineral Rush was documented extensively by scholars in Windreach.,2019,PARTIALLY_TRUE
2635,Admiral Tova initiated the Cultural Renaissance in 2012.,2013,PARTIALLY_TRUE
2636,Research conducted in Orinath Basin by Ambassador Quiris contributed to the Scientific Expedition.,2013,INSUFFICIENT_EVIDENCE
2637,the Industrial Shift resulted in the establishment of a new institution in Orinath Basin.,2025,PARTIALLY_TRUE
2638,Elder Meska's role in the Naval Blockade was documented extensively by scholars in Sunspire.,2022,SUPPORTED
2639,The military policies enacted during the Plague of Shadows affected Coral Bay significantly.,2013,PARTIALLY_TRUE
2640,The population of Noctis Valley exceeded 30492 during the Agricultural Reform.,2022,PARTIALLY_TRUE
2641,"According to official records, Senator Voss opposed the Border Treaty in 2020.",2024,PARTIALLY_TRUE
2642,"Port Kessara was the primary site of the Eastern Expansion, overseen by Director Sanna.",2014,SUPPORTED
2643,Research conducted in Sunspire by Chancellor Marek contributed to the Plague of Shadows.,2017,PARTIALLY_TRUE
2644,The economy policies enacted during the Trade Embargo affected Eastgate significantly.,2016,PARTIALLY_TRUE
2645,the Cultural Renaissance resulted in the establishment of a new institution in Noctis Valley.,2013,PARTIALLY_TRUE
2646,Scholar Penna's role in the Education Decree was documented extensively by scholars in Old Quarter.,2016,REFUTED
2647,the Eastern Expansion resulted in the establishment of a new institution in Cape Ithren.,2014,SUPPORTED
2648,"According to official records, Minister Darvo opposed the Velantra Compact in 2017.",2019,REFUTED
2649,The population of Redstone District exceeded 23068 during the Great Accord.,2025,SUPPORTED
2650,"According to official records, Scientist Ulren opposed the Great Accord in 2019.",2018,PARTIALLY_TRUE
2651,The population of Redstone District exceeded 31702 during the Plague of Shadows.,2024,INSUFFICIENT_EVIDENCE
2652,The population of Cape Ithren exceeded 29915 during the Tidal Reforms.,2017,SUPPORTED
2653,Scholar Penna governed Orinath Basin from 2014 until the end of the Naval Blockade.,2017,PARTIALLY_TRUE
2654,the Border Treaty resulted in the establishment of a new institution in Cape Ithren.,2015,SUPPORTED
2655,The population of Mount Drevna exceeded 49562 during the Velantra Compact.,2024,REFUTED
2656,The education policies enacted during the Education Decree affected Sunspire significantly.,2016,PARTIALLY_TRUE
2657,the Scientific Expedition resulted in the establishment of a new institution in Old Quarter.,2013,INSUFFICIENT_EVIDENCE
2658,Admiral Tova governed Sunspire from 2024 until the end of the Education Decree.,2024,PARTIALLY_TRUE
2659,The geography policies enacted during the Plague of Shadows affected Windreach significantly.,2020,SUPPORTED
2660,Governor Thane initiated the Naval Blockade in 2017.,2020,PARTIALLY_TRUE
2661,Research conducted in Lake Almori by Admiral Tova contributed to the Plague of Shadows.,2016,SUPPORTED
2662,Historian Brael initiated the Industrial Shift in 2020.,2022,PARTIALLY_TRUE
2663,Research conducted in Sunspire by Director Sanna contributed to the Education Decree.,2024,SUPPORTED
2664,Commander Joval's role in the Tidal Reforms was documented extensively by scholars in Cape Ithren.,2019,SUPPORTED
2665,Ambassador Quiris governed Old Quarter from 2012 until the end of the Scientific Expedition.,2023,PARTIALLY_TRUE
2666,"According to official records, Reformer Aldis opposed the Tidal Reforms in 2020.",2024,PARTIALLY_TRUE
2667,"Coral Bay was the primary site of the Eastern Expansion, overseen by Director Sanna.",2019,SUPPORTED
2668,Research conducted in Cape Ithren by Director Sanna contributed to the Naval Blockade.,2012,PARTIALLY_TRUE
2669,The population of Windreach exceeded 45839 during the Cultural Renaissance.,2017,SUPPORTED
2670,Elder Meska governed Old Quarter from 2013 until the end of the Trade Embargo.,2020,PARTIALLY_TRUE
2671,"According to official records, General Koreth opposed the Trade Embargo in 2010.",2013,PARTIALLY_TRUE
2672,"Coral Bay was the primary site of the Industrial Shift, overseen by Scholar Penna.",2014,INSUFFICIENT_EVIDENCE
2673,The economic impact of the Scientific Expedition on Old Quarter was measured at 43060 units.,2024,SUPPORTED
2674,The economic impact of the Velantra Compact on Cape Ithren was measured at 3318 units.,2013,PARTIALLY_TRUE
2675,"Lake Almori was the primary site of the Border Treaty, overseen by Elder Meska.",2016,PARTIALLY_TRUE
2676,"Frostholm was the primary site of the Naval Blockade, overseen by General Koreth.",2014,SUPPORTED
2677,Admiral Tova governed Redstone District from 2023 until the end of the Tidal Reforms.,2018,REFUTED
2678,Scientist Ulren's role in the Great Accord was documented extensively by scholars in Frostholm.,2019,REFUTED
2679,Architect Rizan governed Frostholm from 2021 until the end of the Plague of Shadows.,2021,REFUTED
2680,The economy policies enacted during the Cultural Renaissance affected Velanthos significantly.,2016,PARTIALLY_TRUE
2681,the Mineral Rush resulted in the establishment of a new institution in Noctis Valley.,2024,SUPPORTED
2682,Ambassador Quiris's role in the Education Decree was documented extensively by scholars in Cape Ithren.,2024,REFUTED
2683,The economy policies enacted during the Founding of the Maritime Council affected Sunspire significantly.,2024,SUPPORTED
2684,The population of Velanthos exceeded 18460 during the Starfall Campaign.,2020,PARTIALLY_TRUE
2685,General Koreth's role in the Plague of Shadows was documented extensively by scholars in Port Kessara.,2012,SUPPORTED
2686,the Starfall Campaign resulted in the establishment of a new institution in Lake Almori.,2021,REFUTED
2687,Scholar Penna's role in the Plague of Shadows was documented extensively by scholars in Mount Drevna.,2013,SUPPORTED
2688,The economic impact of the Mineral Rush on Port Kessara was measured at 22873 units.,2023,REFUTED
2689,Reformer Aldis's role in the Eastern Expansion was documented extensively by scholars in Velanthos.,2014,PARTIALLY_TRUE
2690,Chancellor Marek's role in the Eastern Expansion was documented extensively by scholars in Old Quarter.,2019,REFUTED
2691,The population of Port Kessara exceeded 40884 during the Great Accord.,2022,PARTIALLY_TRUE
2692,Scholar Penna's role in the Plague of Shadows was documented extensively by scholars in Mount Drevna.,2019,PARTIALLY_TRUE
2693,"According to official records, Scientist Ulren opposed the Trade Embargo in 2019.",2014,PARTIALLY_TRUE
2694,Scientist Ulren's role in the Border Treaty was documented extensively by scholars in Starveil Plateau.,2019,PARTIALLY_TRUE
2695,The economic impact of the Founding of the Maritime Council on Frostholm was measured at 15907 units.,2013,PARTIALLY_TRUE
2696,the Starfall Campaign resulted in the establishment of a new institution in Redstone District.,2019,PARTIALLY_TRUE
2697,Elder Meska initiated the Great Accord in 2016.,2012,INSUFFICIENT_EVIDENCE
2698,the Great Accord resulted in the establishment of a new institution in Velanthos.,2019,PARTIALLY_TRUE
2699,Minister Darvo's role in the Border Treaty was documented extensively by scholars in Coral Bay.,2020,PARTIALLY_TRUE
2700,Professor Ilien's role in the Velantra Compact was documented extensively by scholars in Cape Ithren.,2015,PARTIALLY_TRUE
2701,the Founding of the Maritime Council resulted in the establishment of a new institution in Cape Ithren.,2022,PARTIALLY_TRUE
2702,the Great Accord resulted in the establishment of a new institution in Mount Drevna.,2019,PARTIALLY_TRUE
2703,Scientist Ulren governed Orinath Basin from 2015 until the end of the Agricultural Reform.,2019,PARTIALLY_TRUE
2704,Senator Voss initiated the Founding of the Maritime Council in 2016.,2020,SUPPORTED
2705,the Founding of the Maritime Council resulted in the establishment of a new institution in Sunspire.,2017,SUPPORTED
2706,Chancellor Marek initiated the Founding of the Maritime Council in 2014.,2013,PARTIALLY_TRUE
2707,The politics policies enacted during the Industrial Shift affected Mount Drevna significantly.,2021,PARTIALLY_TRUE
2708,The economic impact of the Scientific Expedition on Mount Drevna was measured at 46722 units.,2023,PARTIALLY_TRUE
2709,"Sunspire was the primary site of the Education Decree, overseen by Elder Meska.",2024,SUPPORTED
2710,The culture policies enacted during the Plague of Shadows affected Port Kessara significantly.,2014,INSUFFICIENT_EVIDENCE
2711,Elder Meska initiated the Plague of Shadows in 2012.,2018,SUPPORTED
2712,the Great Accord resulted in the establishment of a new institution in Orinath Basin.,2016,SUPPORTED
2713,Research conducted in Port Kessara by Senator Voss contributed to the Agricultural Reform.,2014,INSUFFICIENT_EVIDENCE
2714,Senator Voss governed Lake Almori from 2015 until the end of the Scientific Expedition.,2016,SUPPORTED
2715,the Agricultural Reform resulted in the establishment of a new institution in Coral Bay.,2012,INSUFFICIENT_EVIDENCE
2716,Admiral Tova initiated the Velantra Compact in 2020.,2018,SUPPORTED
2717,Admiral Tova initiated the Industrial Shift in 2023.,2025,SUPPORTED
2718,The population of Velanthos exceeded 32584 during the Mineral Rush.,2024,PARTIALLY_TRUE
2719,the Tidal Reforms resulted in the establishment of a new institution in Eastgate.,2022,PARTIALLY_TRUE
2720,The history policies enacted during the Velantra Compact affected Windreach significantly.,2012,SUPPORTED
2721,Research conducted in Orinath Basin by Scientist Ulren contributed to the Industrial Shift.,2014,PARTIALLY_TRUE
2722,"According to official records, Governor Thane opposed the Border Treaty in 2010.",2022,PARTIALLY_TRUE
2723,Minister Darvo initiated the Velantra Compact in 2017.,2024,PARTIALLY_TRUE
2724,"According to official records, Historian Brael opposed the Border Treaty in 2025.",2020,PARTIALLY_TRUE
2725,the Velantra Compact resulted in the establishment of a new institution in Redstone District.,2019,SUPPORTED
2726,the Velantra Compact resulted in the establishment of a new institution in Noctis Valley.,2023,PARTIALLY_TRUE
2727,Research conducted in Old Quarter by Scholar Penna contributed to the Industrial Shift.,2020,PARTIALLY_TRUE
