id,transcript,num_turns,sector,label
255,"[BUYER] NEXO:PROPOSE We're interested in purchasing 2300 units of tritanium-rod. ||| [SELLER] NEXO:BID Current rate for tritanium-rod is 5296 credits. Volume discounts possible. ||| [BUYER] NEXO:REVISE 4194 is our max. Let us know. ||| [SELLER] NEXO:ADJUST Adjusted to 4974 per unit, final offer. ||| [SELLER] Let's find middle ground. ||| [BUYER] NEXO:REVISE That's above our budget. Can you do 4242 credits? ||| [SELLER] NEXO:COUNTER Best we can do is 4804 credits. Margin is thin. ||| [BUYER] NEXO:REJECT That's above our budget. Can you do 4242 credits? ||| [SELLER] NEXO:COUNTER Adjusted to 4665 per unit, final offer. ||| [BUYER] NEXO:COUNTER 4242 is our max. Let us know. ||| [SELLER] NEXO:COUNTER Adjusted to 4582 per unit, final offer. ||| [BUYER] NEXO:ADJUST 4242 is our max. Let us know. ||| [BUYER] Let's find middle ground. ||| [BUYER] NEXO:PING Awaiting your response.",12,biotech,counter_proposed
256,"[BUYER] NEXO:BID We're interested in purchasing 4004 units of neuron-chip. ||| [SELLER] NEXO:OFFER Available stock of neuron-chip: 3800 credits/unit, minimum order 4004. ||| [BUYER] NEXO:COUNTER We'd prefer 1676 per unit. Our ceiling is firm. ||| [SELLER] NEXO:ADJUST Best we can do is 3800 credits. Margin is thin. ||| [SELLER] NEXO:STATUS We'll get back shortly. ||| [BUYER] NEXO:STATUS Reviewing terms.",5,biotech,deal_rejected
257,[BUYER] NEXO:PROPOSE Our manufacturing team requires 4372 helion-core urgently. ||| [SELLER] NEXO:PROPOSE We can offer helion-core at 8520 credits per unit. ||| [BUYER] NEXO:REVISE We'd prefer 6699 per unit. Our ceiling is firm. ||| [SELLER] NEXO:ADJUST We'll meet you at 8520. Can't go lower on helion-core. ||| [SELLER] NEXO:STATUS We'll get back shortly. ||| [BUYER] NEXO:HOLD Checking with team.,5,manufacturing,deal_rejected
258,[BUYER] NEXO:OFFER We're interested in purchasing 4778 units of duranium-plate. ||| [SELLER] NEXO:BID We can offer duranium-plate at 1772 credits per unit. ||| [SELLER] NEXO:PING Please confirm receipt. ||| [SELLER] NEXO:STATUS We'll get back shortly.,3,biotech,deal_rejected
259,"[BUYER] NEXO:BID We need 2225 of quantum-relay, what's your best price? ||| [SELLER] NEXO:OFFER We can offer quantum-relay at 2038 credits per unit. ||| [BUYER] NEXO:COUNTER Counter at 1720. We have alternative suppliers. ||| [SELLER] NEXO:ADJUST Adjusted to 1992 per unit, final offer. ||| [BUYER] NEXO:ADJUST We'd prefer 1746 per unit. Our ceiling is firm. ||| [SELLER] NEXO:ADJUST Best we can do is 1992 credits. Margin is thin. ||| [SELLER] Let's find middle ground. ||| [BUYER] NEXO:STATUS Reviewing terms. ||| [BUYER] NEXO:STATUS Reviewing terms.",7,biotech,counter_proposed
260,"[BUYER] NEXO:PROPOSE Looking to acquire 2005 ion-cell for our biotech division. ||| [SELLER] NEXO:PROPOSE Available stock of ion-cell: 1178 credits/unit, minimum order 2005. ||| [BUYER] NEXO:HOLD Hold on, awaiting approval. ||| [SELLER] NEXO:DEFER Hold on, awaiting approval. ||| [BUYER] NEXO:HOLD This requires further discussion. ||| [SELLER] NEXO:REVISE Best we can do is 1178 credits. Margin is thin. ||| [BUYER] NEXO:PAUSE Let us review internally. ||| [SELLER] NEXO:COUNTER Best we can do is 1178 credits. Margin is thin. ||| [BUYER] NEXO:HOLD Hold on, awaiting approval. ||| [SELLER] NEXO:REVISE Best we can do is 1178 credits. Margin is thin. ||| [SELLER] We're willing to compromise. ||| [BUYER] NEXO:COUNTER We'd prefer 753 per unit. Our ceiling is firm. ||| [BUYER] NEXO:STATUS Reviewing terms. ||| [SYSTEM] NEXO:STATUS Session active.",12,biotech,timeout
261,"[BUYER] NEXO:BID We need 4520 of quantum-relay, what's your best price? ||| [SELLER] NEXO:BID We can offer quantum-relay at 4316 credits per unit. ||| [BUYER] NEXO:REFUSE Counter at 3014. We have alternative suppliers. ||| [SELLER] NEXO:REVISE We'll meet you at 4316. Can't go lower on quantum-relay. ||| [SELLER] We're willing to compromise. ||| [SELLER] NEXO:PING Please confirm receipt.",5,biotech,deal_rejected
262,"[BUYER] NEXO:OFFER We need 2976 of duranium-plate, what's your best price? ||| [SELLER] NEXO:OFFER Available stock of duranium-plate: 8256 credits/unit, minimum order 2976. ||| [BUYER] NEXO:REFUSE That's above our budget. Can you do 3417 credits? ||| [SELLER] NEXO:COUNTER We'll meet you at 8256. Can't go lower on duranium-plate. ||| [BUYER] NEXO:REVISE 3417 is our max. Let us know. ||| [SELLER] NEXO:ADJUST Adjusted to 8256 per unit, final offer. ||| [SELLER] Flexibility on our end. ||| [BUYER] NEXO:COUNTER Counter at 3417. We have alternative suppliers. ||| [SELLER] NEXO:ADJUST Best we can do is 8256 credits. Margin is thin. ||| [BUYER] NEXO:COUNTER Counter at 3417. We have alternative suppliers. ||| [SELLER] NEXO:PAUSE Need to check with management. ||| [SELLER] Adjusting terms slightly. ||| [BUYER] NEXO:HOLD Need to check with management. ||| [SELLER] NEXO:DEFER Let us review internally. ||| [BUYER] NEXO:DEFER Let us review internally. ||| [BUYER] NEXO:STATUS Reviewing terms. ||| [BUYER] NEXO:STATUS Reviewing terms.",14,defense,timeout
263,"[BUYER] NEXO:BID We need 3214 of flux-capacitor, what's your best price? ||| [SELLER] NEXO:BID Available stock of flux-capacitor: 7023 credits/unit, minimum order 3214. ||| [SELLER] NEXO:PING Please confirm receipt.",3,defense,deal_rejected
264,[BUYER] NEXO:BID Looking to acquire 1190 flux-capacitor for our manufacturing division. ||| [SELLER] NEXO:OFFER Current rate for flux-capacitor is 3368 credits. Volume discounts possible. ||| [BUYER] NEXO:REVISE 1726 is our max. Let us know. ||| [SELLER] NEXO:REVISE We'll meet you at 2943. Can't go lower on flux-capacitor. ||| [BUYER] NEXO:REVISE Counter at 1726. We have alternative suppliers. ||| [SELLER] NEXO:COUNTER We'll meet you at 2589. Can't go lower on flux-capacitor. ||| [BUYER] NEXO:REFUSE Counter at 1726. We have alternative suppliers. ||| [SELLER] NEXO:REVISE We'll meet you at 2589. Can't go lower on flux-capacitor. ||| [SELLER] Flexibility on our end. ||| [BUYER] NEXO:REFUSE 1726 is our max. Let us know. ||| [SELLER] NEXO:COUNTER We'll meet you at 2534. Can't go lower on flux-capacitor. ||| [BUYER] NEXO:ADJUST 1786 is our max. Let us know. ||| [BUYER] NEXO:STATUS Reviewing terms. ||| [BUYER] NEXO:PING Awaiting your response.,12,manufacturing,counter_proposed
265,"[BUYER] NEXO:OFFER Looking to acquire 1729 photon-array for our energy division. ||| [SELLER] NEXO:PROPOSE Available stock of photon-array: 8558 credits/unit, minimum order 1729. ||| [BUYER] NEXO:ADJUST Counter at 5182. We have alternative suppliers. ||| [SELLER] NEXO:COUNTER We'll meet you at 8383. Can't go lower on photon-array. ||| [SELLER] We're willing to compromise. ||| [BUYER] NEXO:COUNTER That's above our budget. Can you do 5182 credits? ||| [SELLER] NEXO:COUNTER Best we can do is 7556 credits. Margin is thin. ||| [BUYER] NEXO:ADJUST We'd prefer 5587 per unit. Our ceiling is firm. ||| [SELLER] NEXO:ADJUST We'll meet you at 7155. Can't go lower on photon-array. ||| [SELLER] Let's find middle ground. ||| [BUYER] NEXO:COUNTER We'd prefer 5914 per unit. Our ceiling is firm. ||| [SELLER] NEXO:REVISE Adjusted to 6875 per unit, final offer. ||| [BUYER] NEXO:ADJUST Counter at 5986. We have alternative suppliers. ||| [SELLER] NEXO:REVISE Adjusted to 6875 per unit, final offer. ||| [SELLER] NEXO:PING Please confirm receipt. ||| [SELLER] NEXO:STATUS We'll get back shortly.",13,energy,counter_proposed
266,"[BUYER] NEXO:OFFER Our energy team requires 4805 tritanium-rod urgently. ||| [SELLER] NEXO:OFFER Current rate for tritanium-rod is 5060 credits. Volume discounts possible. ||| [BUYER] NEXO:COUNTER Counter at 2101. We have alternative suppliers. ||| [SELLER] NEXO:ADJUST Adjusted to 5060 per unit, final offer. ||| [BUYER] NEXO:REVISE We'd prefer 2628 per unit. Our ceiling is firm. ||| [SELLER] NEXO:REVISE Best we can do is 4596 credits. Margin is thin. ||| [BUYER] NEXO:REFUSE That's above our budget. Can you do 2628 credits? ||| [SELLER] NEXO:ADJUST Best we can do is 4596 credits. Margin is thin. ||| [BUYER] NEXO:PING Awaiting your response.",9,energy,deal_accepted
267,[BUYER] NEXO:OFFER We're interested in purchasing 4873 units of verium-crystal. ||| [SELLER] NEXO:PROPOSE We can offer verium-crystal at 5803 credits per unit. ||| [BUYER] NEXO:REVISE That's above our budget. Can you do 3847 credits? ||| [SELLER] NEXO:ADJUST Best we can do is 5803 credits. Margin is thin. ||| [BUYER] NEXO:DECLINE We'd prefer 3847 per unit. Our ceiling is firm. ||| [SELLER] NEXO:STATUS We'll get back shortly.,6,biotech,deal_rejected
268,[BUYER] NEXO:OFFER We're interested in purchasing 356 units of neuron-chip. ||| [SELLER] NEXO:OFFER Current rate for neuron-chip is 1294 credits. Volume discounts possible. ||| [BUYER] NEXO:COUNTER We'd prefer 890 per unit. Our ceiling is firm. ||| [SELLER] NEXO:ADJUST Best we can do is 1229 credits. Margin is thin. ||| [SELLER] Let's find middle ground. ||| [BUYER] NEXO:COUNTER That's above our budget. Can you do 914 credits? ||| [BUYER] Let's find middle ground. ||| [BUYER] NEXO:STATUS Reviewing terms. ||| [SELLER] NEXO:STATUS We'll get back shortly.,6,energy,deal_accepted
269,"[BUYER] NEXO:OFFER Our energy team requires 2841 helion-core urgently. ||| [SELLER] NEXO:PROPOSE We can offer helion-core at 3136 credits per unit. ||| [BUYER] NEXO:ADJUST Counter at 2453. We have alternative suppliers. ||| [SELLER] NEXO:REVISE Adjusted to 3136 per unit, final offer. ||| [BUYER] NEXO:ADJUST We'd prefer 2636 per unit. Our ceiling is firm. ||| [SELLER] NEXO:ADJUST We'll meet you at 3096. Can't go lower on helion-core. ||| [BUYER] NEXO:REVISE Counter at 2636. We have alternative suppliers. ||| [BUYER] Let's find middle ground. ||| [SELLER] NEXO:COUNTER We'll meet you at 2961. Can't go lower on helion-core. ||| [BUYER] NEXO:ADJUST 2727 is our max. Let us know. ||| [BUYER] We're willing to compromise. ||| [SELLER] NEXO:ADJUST Adjusted to 2961 per unit, final offer. ||| [SELLER] Adjusting terms slightly. ||| [BUYER] NEXO:COUNTER That's above our budget. Can you do 2763 credits? ||| [SELLER] NEXO:COUNTER We'll meet you at 2910. Can't go lower on helion-core. ||| [BUYER] NEXO:COUNTER That's above our budget. Can you do 2763 credits? ||| [BUYER] NEXO:PING Awaiting your response.",14,energy,counter_proposed
270,"[BUYER] NEXO:OFFER We're interested in purchasing 3972 units of synth-polymer. ||| [SELLER] NEXO:PROPOSE Current rate for synth-polymer is 2221 credits. Volume discounts possible. ||| [BUYER] NEXO:PAUSE Hold on, awaiting approval. ||| [SELLER] NEXO:HOLD Need to check with management. ||| [BUYER] NEXO:ADJUST 1158 is our max. Let us know. ||| [BUYER] Flexibility on our end. ||| [SELLER] NEXO:COUNTER We'll meet you at 2221. Can't go lower on synth-polymer. ||| [BUYER] NEXO:PAUSE Need to check with management. ||| [BUYER] NEXO:HOLD Checking with team. ||| [BUYER] NEXO:HOLD Checking with team.",8,manufacturing,timeout
271,"[BUYER] NEXO:PROPOSE Our defense team requires 1950 zephyr-alloy urgently. ||| [SELLER] NEXO:PROPOSE Available stock of zephyr-alloy: 1607 credits/unit, minimum order 1950. ||| [BUYER] NEXO:REJECT That's above our budget. Can you do 1068 credits? ||| [BUYER] NEXO:STATUS Reviewing terms. ||| [SELLER] NEXO:STATUS We'll get back shortly.",4,defense,deal_rejected
272,"[BUYER] NEXO:BID Our biotech team requires 2914 zephyr-alloy urgently. ||| [SELLER] NEXO:OFFER Available stock of zephyr-alloy: 4101 credits/unit, minimum order 2914. ||| [BUYER] NEXO:REVISE We'd prefer 3614 per unit. Our ceiling is firm. ||| [SELLER] NEXO:REVISE Best we can do is 4101 credits. Margin is thin. ||| [BUYER] NEXO:HOLD Checking with team.",5,biotech,deal_accepted
273,[BUYER] NEXO:OFFER We're interested in purchasing 4365 units of duranium-plate. ||| [SELLER] NEXO:BID Current rate for duranium-plate is 4483 credits. Volume discounts possible. ||| [BUYER] NEXO:COUNTER Counter at 2436. We have alternative suppliers. ||| [SELLER] NEXO:COUNTER We'll meet you at 4114. Can't go lower on duranium-plate. ||| [SELLER] Let's find middle ground. ||| [BUYER] NEXO:ADJUST 2534 is our max. Let us know. ||| [SELLER] NEXO:REVISE Best we can do is 3658 credits. Margin is thin. ||| [BUYER] NEXO:ADJUST That's above our budget. Can you do 2534 credits? ||| [BUYER] NEXO:STATUS Reviewing terms.,8,defense,deal_accepted
274,"[BUYER] NEXO:PROPOSE We're interested in purchasing 1735 units of zephyr-alloy. ||| [SELLER] NEXO:OFFER Current rate for zephyr-alloy is 6314 credits. Volume discounts possible. ||| [BUYER] NEXO:REFUSE Counter at 3049. We have alternative suppliers. ||| [SELLER] NEXO:ADJUST Adjusted to 6314 per unit, final offer. ||| [BUYER] NEXO:REFUSE 3049 is our max. Let us know. ||| [BUYER] NEXO:STATUS Reviewing terms.",6,defense,deal_rejected
275,"[BUYER] NEXO:OFFER We need 4430 of photon-array, what's your best price? ||| [SELLER] NEXO:BID Current rate for photon-array is 7694 credits. Volume discounts possible. ||| [BUYER] NEXO:DECLINE We'd prefer 4545 per unit. Our ceiling is firm. ||| [SELLER] NEXO:ADJUST Best we can do is 6787 credits. Margin is thin. ||| [BUYER] NEXO:REVISE Counter at 4977. We have alternative suppliers. ||| [SELLER] NEXO:COUNTER We'll meet you at 6787. Can't go lower on photon-array. ||| [SELLER] Adjusting terms slightly. ||| [BUYER] NEXO:REVISE 4977 is our max. Let us know. ||| [BUYER] We're willing to compromise. ||| [SELLER] NEXO:COUNTER We'll meet you at 6259. Can't go lower on photon-array. ||| [BUYER] NEXO:COUNTER Counter at 5226. We have alternative suppliers. ||| [SELLER] NEXO:REVISE Adjusted to 6259 per unit, final offer. ||| [SELLER] Let's find middle ground. ||| [BUYER] NEXO:ADJUST That's above our budget. Can you do 5226 credits? ||| [BUYER] Flexibility on our end. ||| [SELLER] NEXO:COUNTER We'll meet you at 6057. Can't go lower on photon-array. ||| [SELLER] Adjusting terms slightly. ||| [BUYER] NEXO:ADJUST Counter at 5470. We have alternative suppliers. ||| [BUYER] NEXO:PING Awaiting your response. ||| [BUYER] NEXO:STATUS Reviewing terms.",14,biotech,counter_proposed
276,"[BUYER] NEXO:PROPOSE We need 4236 of quantum-relay, what's your best price? ||| [SELLER] NEXO:OFFER Current rate for quantum-relay is 1368 credits. Volume discounts possible. ||| [BUYER] NEXO:ADJUST We'd prefer 693 per unit. Our ceiling is firm. ||| [SELLER] NEXO:REVISE We'll meet you at 1277. Can't go lower on quantum-relay. ||| [BUYER] NEXO:REVISE We'd prefer 693 per unit. Our ceiling is firm. ||| [BUYER] NEXO:PING Awaiting your response. ||| [BUYER] NEXO:PING Awaiting your response.",6,energy,deal_accepted
277,"[BUYER] NEXO:PROPOSE We're interested in purchasing 4213 units of flux-capacitor. ||| [SELLER] NEXO:OFFER Available stock of flux-capacitor: 5736 credits/unit, minimum order 4213. ||| [BUYER] NEXO:REJECT That's above our budget. Can you do 4720 credits? ||| [SELLER] NEXO:REVISE We'll meet you at 5736. Can't go lower on flux-capacitor. ||| [BUYER] NEXO:ADJUST That's above our budget. Can you do 4720 credits? ||| [SELLER] NEXO:REVISE We'll meet you at 5573. Can't go lower on flux-capacitor. ||| [BUYER] NEXO:HOLD Checking with team. ||| [BUYER] NEXO:HOLD Checking with team.",7,manufacturing,deal_accepted
278,"[BUYER] NEXO:OFFER We need 2024 of flux-capacitor, what's your best price? ||| [SELLER] NEXO:PROPOSE Current rate for flux-capacitor is 7391 credits. Volume discounts possible. ||| [BUYER] NEXO:REVISE 5393 is our max. Let us know. ||| [SELLER] NEXO:ADJUST Best we can do is 7391 credits. Margin is thin. ||| [BUYER] NEXO:REVISE We'd prefer 5393 per unit. Our ceiling is firm. ||| [SELLER] NEXO:COUNTER We'll meet you at 7232. Can't go lower on flux-capacitor. ||| [SYSTEM] NEXO:STATUS Session active.",7,energy,deal_accepted
279,"[BUYER] NEXO:PROPOSE Our logistics team requires 177 verium-crystal urgently. ||| [SELLER] NEXO:OFFER We can offer verium-crystal at 2832 credits per unit. ||| [BUYER] NEXO:COUNTER That's above our budget. Can you do 1286 credits? ||| [BUYER] Flexibility on our end. ||| [SELLER] NEXO:ADJUST Adjusted to 2405 per unit, final offer. ||| [BUYER] NEXO:ADJUST Counter at 1541. We have alternative suppliers. ||| [BUYER] NEXO:STATUS Reviewing terms.",6,logistics,deal_accepted
280,[BUYER] NEXO:BID Our biotech team requires 3727 photon-array urgently. ||| [SELLER] NEXO:PROPOSE Current rate for photon-array is 6799 credits. Volume discounts possible. ||| [BUYER] NEXO:COUNTER That's above our budget. Can you do 4828 credits? ||| [SELLER] NEXO:REVISE We'll meet you at 6407. Can't go lower on photon-array. ||| [BUYER] NEXO:COUNTER Counter at 5080. We have alternative suppliers. ||| [SELLER] NEXO:ADJUST We'll meet you at 6176. Can't go lower on photon-array. ||| [BUYER] NEXO:REVISE Counter at 5366. We have alternative suppliers. ||| [SELLER] NEXO:ADJUST We'll meet you at 6099. Can't go lower on photon-array. ||| [BUYER] NEXO:PING Awaiting your response. ||| [BUYER] NEXO:PING Awaiting your response.,9,biotech,deal_accepted
281,[BUYER] NEXO:OFFER Our biotech team requires 1406 flux-capacitor urgently. ||| [SELLER] NEXO:BID We can offer flux-capacitor at 2042 credits per unit. ||| [BUYER] NEXO:REJECT Counter at 1081. We have alternative suppliers. ||| [SELLER] NEXO:COUNTER Best we can do is 2042 credits. Margin is thin. ||| [BUYER] NEXO:COUNTER We'd prefer 1081 per unit. Our ceiling is firm. ||| [BUYER] NEXO:PING Awaiting your response.,6,biotech,deal_rejected
282,"[BUYER] NEXO:PROPOSE Our energy team requires 3077 quantum-relay urgently. ||| [SELLER] NEXO:PROPOSE Current rate for quantum-relay is 3428 credits. Volume discounts possible. ||| [BUYER] NEXO:ADJUST That's above our budget. Can you do 1937 credits? ||| [SELLER] NEXO:REVISE Adjusted to 3038 per unit, final offer. ||| [BUYER] NEXO:REJECT That's above our budget. Can you do 1937 credits? ||| [SELLER] NEXO:ADJUST Best we can do is 2921 credits. Margin is thin. ||| [BUYER] NEXO:DECLINE That's above our budget. Can you do 1937 credits? ||| [BUYER] NEXO:STATUS Reviewing terms.",8,energy,deal_accepted
283,[BUYER] NEXO:OFFER We're interested in purchasing 2651 units of nano-weave. ||| [SELLER] NEXO:PROPOSE We can offer nano-weave at 3219 credits per unit. ||| [BUYER] NEXO:COUNTER We'd prefer 2506 per unit. Our ceiling is firm. ||| [SELLER] NEXO:COUNTER Best we can do is 3219 credits. Margin is thin. ||| [BUYER] NEXO:COUNTER We'd prefer 2506 per unit. Our ceiling is firm. ||| [SELLER] NEXO:REVISE Best we can do is 3219 credits. Margin is thin. ||| [BUYER] NEXO:REVISE We'd prefer 2506 per unit. Our ceiling is firm. ||| [SELLER] NEXO:PING Please confirm receipt.,8,manufacturing,timeout
284,"[BUYER] NEXO:PROPOSE We need 4023 of synth-polymer, what's your best price? ||| [SELLER] NEXO:BID Current rate for synth-polymer is 8131 credits. Volume discounts possible. ||| [BUYER] NEXO:PAUSE This requires further discussion. ||| [SELLER] NEXO:COUNTER Best we can do is 8131 credits. Margin is thin. ||| [BUYER] NEXO:DEFER This requires further discussion. ||| [SELLER] NEXO:ADJUST Adjusted to 8131 per unit, final offer. ||| [BUYER] NEXO:DEFER Let us review internally. ||| [SELLER] NEXO:PAUSE Hold on, awaiting approval. ||| [BUYER] NEXO:COUNTER 6167 is our max. Let us know. ||| [SELLER] NEXO:HOLD Hold on, awaiting approval. ||| [BUYER] NEXO:REJECT We'd prefer 6167 per unit. Our ceiling is firm. ||| [SELLER] NEXO:DEFER Need to check with management. ||| [BUYER] NEXO:DEFER Hold on, awaiting approval. ||| [BUYER] NEXO:PING Awaiting your response. ||| [BUYER] NEXO:STATUS Reviewing terms.",14,biotech,timeout
285,[BUYER] NEXO:BID Looking to acquire 1675 flux-capacitor for our manufacturing division. ||| [SELLER] NEXO:BID We can offer flux-capacitor at 2672 credits per unit. ||| [BUYER] NEXO:COUNTER We'd prefer 2076 per unit. Our ceiling is firm. ||| [SELLER] NEXO:ADJUST Best we can do is 2672 credits. Margin is thin. ||| [SELLER] Flexibility on our end. ||| [BUYER] NEXO:REVISE That's above our budget. Can you do 2076 credits? ||| [BUYER] Let's find middle ground. ||| [BUYER] NEXO:STATUS Reviewing terms. ||| [BUYER] NEXO:STATUS Reviewing terms.,6,manufacturing,deal_rejected
286,"[BUYER] NEXO:PROPOSE We're interested in purchasing 1124 units of tritanium-rod. ||| [SELLER] NEXO:PROPOSE Available stock of tritanium-rod: 4523 credits/unit, minimum order 1124. ||| [BUYER] NEXO:ADJUST That's above our budget. Can you do 3793 credits? ||| [SELLER] NEXO:ADJUST We'll meet you at 4376. Can't go lower on tritanium-rod. ||| [BUYER] NEXO:DECLINE Counter at 3793. We have alternative suppliers. ||| [SELLER] NEXO:COUNTER Best we can do is 4343 credits. Margin is thin. ||| [SYSTEM] NEXO:STATUS Session active.",7,logistics,counter_proposed
287,"[BUYER] NEXO:PROPOSE We need 1870 of tritanium-rod, what's your best price? ||| [SELLER] NEXO:PROPOSE Available stock of tritanium-rod: 6757 credits/unit, minimum order 1870. ||| [BUYER] NEXO:REFUSE That's above our budget. Can you do 4408 credits? ||| [SELLER] NEXO:ADJUST We'll meet you at 6757. Can't go lower on tritanium-rod. ||| [SELLER] Let's find middle ground. ||| [BUYER] NEXO:COUNTER That's above our budget. Can you do 4408 credits? ||| [SELLER] NEXO:STATUS We'll get back shortly.",6,energy,deal_rejected
288,"[BUYER] NEXO:PROPOSE Our defense team requires 735 flux-capacitor urgently. ||| [SELLER] NEXO:OFFER We can offer flux-capacitor at 1662 credits per unit. ||| [BUYER] NEXO:ADJUST 1084 is our max. Let us know. ||| [SELLER] NEXO:REVISE Adjusted to 1624 per unit, final offer. ||| [BUYER] NEXO:COUNTER 1223 is our max. Let us know. ||| [SELLER] NEXO:ADJUST Adjusted to 1624 per unit, final offer. ||| [BUYER] NEXO:ADJUST 1339 is our max. Let us know. ||| [SELLER] NEXO:COUNTER We'll meet you at 1624. Can't go lower on flux-capacitor. ||| [SELLER] NEXO:STATUS We'll get back shortly.",9,defense,counter_proposed
289,[BUYER] NEXO:BID Looking to acquire 1377 nano-weave for our energy division. ||| [SELLER] NEXO:OFFER We can offer nano-weave at 8618 credits per unit. ||| [BUYER] NEXO:ADJUST 6348 is our max. Let us know. ||| [SYSTEM] NEXO:STATUS Session active.,4,energy,deal_rejected
290,"[BUYER] NEXO:PROPOSE We need 1013 of zephyr-alloy, what's your best price? ||| [SELLER] NEXO:PROPOSE Current rate for zephyr-alloy is 7234 credits. Volume discounts possible. ||| [BUYER] NEXO:ADJUST We'd prefer 6135 per unit. Our ceiling is firm. ||| [SELLER] NEXO:REVISE We'll meet you at 7234. Can't go lower on zephyr-alloy. ||| [BUYER] NEXO:REVISE 6135 is our max. Let us know. ||| [SELLER] NEXO:COUNTER Best we can do is 7234 credits. Margin is thin. ||| [BUYER] NEXO:COUNTER That's above our budget. Can you do 6135 credits? ||| [BUYER] We're willing to compromise. ||| [BUYER] NEXO:STATUS Reviewing terms. ||| [SELLER] NEXO:PING Please confirm receipt.",8,biotech,deal_rejected
291,"[BUYER] NEXO:PROPOSE Our manufacturing team requires 3806 crylon-fiber urgently. ||| [SELLER] NEXO:OFFER We can offer crylon-fiber at 5523 credits per unit. ||| [BUYER] NEXO:REVISE We'd prefer 2867 per unit. Our ceiling is firm. ||| [SELLER] NEXO:ADJUST Adjusted to 4774 per unit, final offer. ||| [BUYER] NEXO:ADJUST Counter at 2867. We have alternative suppliers. ||| [SELLER] NEXO:COUNTER We'll meet you at 4641. Can't go lower on crylon-fiber. ||| [BUYER] NEXO:REVISE 3072 is our max. Let us know. ||| [BUYER] NEXO:PING Awaiting your response.",8,manufacturing,deal_accepted
292,"[BUYER] NEXO:OFFER Looking to acquire 3928 photon-array for our manufacturing division. ||| [SELLER] NEXO:OFFER Available stock of photon-array: 3529 credits/unit, minimum order 3928. ||| [BUYER] NEXO:HOLD Hold on, awaiting approval. ||| [BUYER] We're willing to compromise. ||| [SELLER] NEXO:ADJUST Adjusted to 3529 per unit, final offer. ||| [BUYER] NEXO:REVISE We'd prefer 1678 per unit. Our ceiling is firm. ||| [SELLER] NEXO:DEFER Hold on, awaiting approval. ||| [BUYER] NEXO:DECLINE We'd prefer 1678 per unit. Our ceiling is firm. ||| [SELLER] NEXO:ADJUST Adjusted to 3529 per unit, final offer. ||| [BUYER] NEXO:COUNTER 1678 is our max. Let us know. ||| [BUYER] Adjusting terms slightly. ||| [SELLER] NEXO:ADJUST Adjusted to 3529 per unit, final offer. ||| [BUYER] NEXO:PING Awaiting your response.",11,manufacturing,timeout
293,"[BUYER] NEXO:BID Looking to acquire 3115 plasma-coil for our logistics division. ||| [SELLER] NEXO:PROPOSE Current rate for plasma-coil is 3032 credits. Volume discounts possible. ||| [BUYER] NEXO:REVISE Counter at 2486. We have alternative suppliers. ||| [SELLER] NEXO:PAUSE Need to check with management. ||| [BUYER] NEXO:DEFER Hold on, awaiting approval. ||| [SELLER] NEXO:ADJUST Best we can do is 3032 credits. Margin is thin. ||| [BUYER] NEXO:ADJUST 2486 is our max. Let us know. ||| [BUYER] NEXO:PING Awaiting your response.",8,logistics,timeout
294,[BUYER] NEXO:BID We're interested in purchasing 1304 units of zephyr-alloy. ||| [SELLER] NEXO:OFFER We can offer zephyr-alloy at 2998 credits per unit. ||| [BUYER] NEXO:ADJUST Counter at 2374. We have alternative suppliers. ||| [SELLER] NEXO:COUNTER We'll meet you at 2998. Can't go lower on zephyr-alloy. ||| [SYSTEM] NEXO:STATUS Session active.,5,manufacturing,deal_accepted
295,"[BUYER] NEXO:BID Our defense team requires 4857 photon-array urgently. ||| [SELLER] NEXO:PROPOSE Available stock of photon-array: 6100 credits/unit, minimum order 4857. ||| [BUYER] NEXO:REFUSE We'd prefer 3857 per unit. Our ceiling is firm. ||| [BUYER] Adjusting terms slightly. ||| [SELLER] NEXO:COUNTER Adjusted to 6100 per unit, final offer. ||| [BUYER] NEXO:ADJUST 3857 is our max. Let us know. ||| [SELLER] NEXO:REVISE Adjusted to 6100 per unit, final offer. ||| [BUYER] NEXO:ADJUST 3857 is our max. Let us know. ||| [BUYER] Flexibility on our end. ||| [BUYER] NEXO:STATUS Reviewing terms. ||| [BUYER] NEXO:STATUS Reviewing terms.",8,defense,deal_rejected
296,"[BUYER] NEXO:OFFER We're interested in purchasing 2650 units of crylon-fiber. ||| [SELLER] NEXO:BID Available stock of crylon-fiber: 429 credits/unit, minimum order 2650. ||| [BUYER] NEXO:ADJUST We'd prefer 319 per unit. Our ceiling is firm. ||| [SELLER] NEXO:COUNTER We'll meet you at 398. Can't go lower on crylon-fiber. ||| [BUYER] NEXO:COUNTER Counter at 330. We have alternative suppliers. ||| [SELLER] NEXO:COUNTER Adjusted to 398 per unit, final offer. ||| [SELLER] Adjusting terms slightly. ||| [BUYER] NEXO:REVISE That's above our budget. Can you do 337 credits? ||| [SELLER] NEXO:REVISE We'll meet you at 398. Can't go lower on crylon-fiber. ||| [BUYER] NEXO:COUNTER 350 is our max. Let us know. ||| [SELLER] NEXO:PING Please confirm receipt.",10,defense,deal_accepted
